item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
0,library,congruent,4.09375,0.92578125,4,1.3317912817001343e-07,3.632158041000366e-07,5.692243576049805e-06,0.92578125,0.07568359375,1.0
0,refrigerator,congruent,3.421875,0.55859375,4,0.0010833740234375,0.16015625,0.265625,0.55859375,0.01318359375,1.0
0,library,incongruent,1.0,1.0,1,1.0,3.213062882423401e-08,7.566995918750763e-10,3.583409124985337e-10,1.1874362826347351e-08,1.0
0,refrigerator,incongruent,1.0,1.0,1,1.0,6.845220923423767e-08,5.893525667488575e-10,9.049472282640636e-11,2.648448571562767e-09,1.0
1,delight,congruent,5.0,1.0,5,4.843059286940843e-11,3.342393029015511e-11,3.583409124985337e-10,1.0132789611816406e-05,1.0,1.0
1,disappointment,congruent,3.984375,0.86328125,4,0.00167083740234375,0.020263671875,0.04296875,0.86328125,0.07080078125,1.0
1,delight,incongruent,1.0,1.0,1,1.0,2.905726432800293e-06,8.754432201385498e-08,6.48200511932373e-07,3.528594970703125e-05,1.0
1,disappointment,incongruent,1.0,1.0,1,1.0,4.5299530029296875e-05,2.2649765014648438e-06,7.867813110351562e-06,2.753734588623047e-05,1.0
2,overcoat,congruent,4.5,0.5,4,1.257285475730896e-08,3.4226104617118835e-08,8.791685104370117e-07,0.5,0.5,1.0
2,sandals,congruent,4.21875,0.77734375,4,3.0547380447387695e-07,1.3709068298339844e-06,1.0132789611816406e-05,0.77734375,0.22265625,1.0
2,overcoat,incongruent,1.0,1.0,1,1.0,1.2514647096395493e-09,1.0800249583553523e-11,8.412825991399586e-12,2.1736923372372985e-10,1.0
2,sandals,incongruent,1.0,1.0,1,1.0,3.213062882423401e-08,2.1736923372372985e-10,1.6916601452976465e-10,3.4051481634378433e-09,1.0
3,exam,congruent,4.96875,0.98046875,5,1.9208528101444244e-08,7.07223080098629e-09,1.825392246246338e-07,0.0179443359375,0.98046875,1.0
3,marathon,congruent,4.875,0.87890625,5,9.19681042432785e-09,1.0419171303510666e-08,3.46451997756958e-07,0.119140625,0.87890625,1.0
3,exam,incongruent,1.0,1.0,1,1.0,0.00116729736328125,1.0132789611816406e-05,3.9301812648773193e-07,8.307397365570068e-07,1.0
3,marathon,incongruent,1.0,1.0,1,1.0,0.00193023681640625,7.867813110351562e-06,5.3085386753082275e-08,5.3085386753082275e-08,1.0
4,menu,congruent,4.0,0.953125,4,0.0001506805419921875,0.0038909912109375,0.01361083984375,0.953125,0.02880859375,1.0
4,prescription,congruent,4.09375,0.90625,4,6.631016731262207e-07,1.2367963790893555e-06,2.491474151611328e-05,0.90625,0.09521484375,1.0
4,menu,incongruent,1.0,1.0,1,1.0,9.632110595703125e-05,1.0654330253601074e-06,1.126900315284729e-07,3.9301812648773193e-07,1.0
4,prescription,incongruent,1.0078125,0.9921875,1,0.9921875,0.00860595703125,1.2874603271484375e-05,1.0579824447631836e-06,4.738569259643555e-06,1.0
5,distress,congruent,5.0,1.0,5,4.05634636990726e-10,9.049472282640636e-11,5.20230969414115e-10,8.307397365570068e-07,1.0,1.0
5,tranquility,congruent,5.0,1.0,5,2.455635694786906e-10,8.003553375601768e-11,5.893525667488575e-10,3.725290298461914e-06,1.0,1.0
5,distress,incongruent,1.0,1.0,1,1.0,1.6079866327345371e-09,6.230038707144558e-11,3.774403012357652e-11,1.6079866327345371e-09,1.0
5,tranquility,incongruent,1.0,0.99609375,1,0.99609375,0.001922607421875,3.528594970703125e-05,9.584426879882812e-05,7.486343383789062e-05,1.0
6,patients,congruent,4.03125,0.96875,4,1.8975697457790375e-08,1.0943040251731873e-07,2.816319465637207e-06,0.96875,0.029296875,1.0
6,students,congruent,3.296875,0.6640625,3,0.0004730224609375,0.015625,0.6640625,0.314453125,0.004486083984375,1.0
6,patients,incongruent,1.0,1.0,1,1.0,4.798173904418945e-06,2.514570951461792e-08,3.4051481634378433e-09,1.126900315284729e-07,1.0
6,students,incongruent,1.0,1.0,1,1.0,4.798173904418945e-06,3.0547380447387695e-07,9.255018085241318e-09,3.0547380447387695e-07,1.0
7,consensus,congruent,4.9375,0.953125,5,1.4493707567453384e-08,1.1292286217212677e-08,2.0023435354232788e-07,0.04736328125,0.953125,1.0
7,deadlock,congruent,4.96875,0.98046875,5,1.0841176845133305e-09,2.2992026060819626e-09,5.21540641784668e-08,0.0179443359375,0.98046875,1.0
7,consensus,incongruent,1.0,1.0,1,1.0,1.6689300537109375e-05,5.029141902923584e-07,1.8533319234848022e-07,1.7583370208740234e-06,1.0
7,deadlock,incongruent,1.0,1.0,1,1.0,6.139278411865234e-06,1.525040715932846e-08,1.2514647096395493e-09,4.3655745685100555e-09,1.0
8,cancer,congruent,4.0625,0.9140625,4,0.0003948211669921875,0.004791259765625,0.0037384033203125,0.9140625,0.0751953125,1.0
8,engagement,congruent,4.96875,0.98046875,5,2.468004822731018e-08,4.6100467443466187e-08,2.644956111907959e-07,0.0179443359375,0.98046875,1.0
8,cancer,incongruent,1.0078125,0.9921875,1,0.9921875,0.006683349609375,9.5367431640625e-05,7.43865966796875e-05,0.00012302398681640625,1.0
8,engagement,incongruent,1.4453125,0.55859375,1,0.55859375,0.435546875,0.002288818359375,0.002288818359375,0.0006561279296875,1.0
9,classroom,congruent,4.96875,0.98046875,5,5.129550117999315e-10,3.1104718800634146e-10,6.2282197177410126e-09,0.0179443359375,0.98046875,1.0
9,terminal,congruent,4.375,0.62109375,4,3.1478703022003174e-07,3.557652235031128e-07,3.814697265625e-06,0.62109375,0.376953125,1.0
9,classroom,incongruent,2.5625,0.66015625,2,0.0198974609375,0.66015625,0.0693359375,0.2421875,0.0093994140625,1.0
9,terminal,incongruent,1.0,1.0,1,1.0,0.000911712646484375,2.1457672119140625e-05,2.753734588623047e-05,0.00012302398681640625,1.0
