layer_index,item_index,image_word,condition,pass,probability_congruent
0,0,library,congruent,❌,0.0942748090543989
0,0,refrigerator,congruent,✅,0.6110681573069628
0,0,library,incongruent,✅,0.48128500593340307
0,0,refrigerator,incongruent,✅,0.16755203714213351
0,1,disappointment,congruent,✅,0.5698475598940395
0,1,delight,congruent,❌,0.43103473268792014
0,1,disappointment,incongruent,✅,0.26016935099403754
0,1,delight,incongruent,❌,0.6134224466892243
0,10,cash,congruent,❌,0.1175885288483988
0,10,groceries,congruent,❌,0.12069666552240253
0,10,cash,incongruent,✅,0.17562022790239598
0,10,groceries,incongruent,✅,0.08493958893800742
0,11,lonely,congruent,❌,0.11699955299657122
0,11,confident,congruent,✅,0.697853933123034
0,11,lonely,incongruent,❌,0.6461071186714756
0,11,confident,incongruent,✅,0.03084353510923389
0,12,joy,congruent,✅,0.8752504540806809
0,12,outrage,congruent,❌,0.3606421255104465
0,12,joy,incongruent,✅,0.4101968097092244
0,12,outrage,incongruent,✅,0.25586957596362736
0,13,traffic,congruent,✅,0.9852731713742086
0,13,snowstorm,congruent,✅,0.9644889838492499
0,13,traffic,incongruent,❌,0.9621752754144388
0,13,snowstorm,incongruent,❌,0.9770649320523367
0,14,laughter,congruent,❌,0.4684491911099561
0,14,frustration,congruent,❌,0.44047686235533073
0,14,laughter,incongruent,✅,0.4115338203989429
0,14,frustration,incongruent,✅,0.4637166214798544
0,15,calculator,congruent,❌,0.277384238936769
0,15,instrument,congruent,❌,0.1896345656675012
0,15,calculator,incongruent,✅,0.03864842828396664
0,15,instrument,incongruent,✅,0.1171457866729172
0,16,orchestra,congruent,✅,0.8563868989566286
0,16,racers,congruent,✅,0.7837672199111425
0,16,orchestra,incongruent,❌,0.5882128159133088
0,16,racers,incongruent,❌,0.6351763892895121
0,17,retirement,congruent,✅,0.7068455959997684
0,17,playdate,congruent,❌,0.02816861528730282
0,17,retirement,incongruent,✅,0.03412985283479362
0,17,playdate,incongruent,❌,0.5346646485201644
0,18,relieved,congruent,❌,0.30519404834202774
0,18,depressed,congruent,❌,0.2714441420092855
0,18,relieved,incongruent,✅,0.3387425449655426
0,18,depressed,incongruent,✅,0.39863359408990207
0,19,friends,congruent,✅,0.7209192908907232
0,19,weight,congruent,✅,0.8237132599517403
0,19,friends,incongruent,❌,0.6049389120697168
0,19,weight,incongruent,❌,0.6913170853124058
0,2,overcoat,congruent,❌,0.3770738046757732
0,2,sandals,congruent,✅,0.596812977458184
0,2,overcoat,incongruent,✅,0.21660090163557844
0,2,sandals,incongruent,✅,0.33172593239352155
0,20,lipstick,congruent,✅,0.9429497367742049
