item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
0,library,congruent,3.90625,0.515625,4,0.0177001953125,0.054443359375,0.16796875,0.515625,0.244140625,1.0
0,refrigerator,congruent,4.15625,0.498046875,4,0.007110595703125,0.02490234375,0.1259765625,0.498046875,0.34375,1.0
0,library,incongruent,2.90625,0.275390625,4,0.21484375,0.189453125,0.189453125,0.275390625,0.1298828125,1.0
0,refrigerator,incongruent,1.8046875,0.59765625,1,0.59765625,0.1708984375,0.103515625,0.09130859375,0.0380859375,1.0
1,delight,congruent,4.03125,0.49609375,4,0.00909423828125,0.03173828125,0.1611328125,0.49609375,0.30078125,1.0
1,disappointment,congruent,3.53125,0.447265625,4,0.04150390625,0.1279296875,0.2392578125,0.447265625,0.14453125,1.0
1,delight,incongruent,3.265625,0.3515625,4,0.1005859375,0.1884765625,0.212890625,0.3515625,0.146484375,1.0
1,disappointment,incongruent,3.4375,0.380859375,4,0.0751953125,0.1591796875,0.2041015625,0.380859375,0.1806640625,1.0
2,overcoat,congruent,4.1875,0.58984375,4,0.0045166015625,0.009521484375,0.080078125,0.58984375,0.31640625,1.0
2,sandals,congruent,3.90625,0.46875,4,0.03857421875,0.055908203125,0.15234375,0.46875,0.28515625,1.0
2,overcoat,incongruent,2.453125,0.40234375,1,0.40234375,0.16796875,0.130859375,0.16796875,0.130859375,1.0
2,sandals,incongruent,3.59375,0.384765625,4,0.1103515625,0.09765625,0.1416015625,0.384765625,0.265625,1.0
3,exam,congruent,4.15625,0.5703125,4,0.00141143798828125,0.0118408203125,0.1123046875,0.5703125,0.3046875,1.0
3,marathon,congruent,4.21875,0.515625,4,0.0030517578125,0.0155029296875,0.11474609375,0.515625,0.353515625,1.0
3,exam,incongruent,4.125,0.490234375,4,0.00616455078125,0.027587890625,0.140625,0.490234375,0.3359375,1.0
3,marathon,incongruent,4.0,0.46484375,4,0.0262451171875,0.0556640625,0.1328125,0.46484375,0.3203125,1.0
4,menu,congruent,3.8125,0.4140625,4,0.038330078125,0.09228515625,0.171875,0.4140625,0.283203125,1.0
4,prescription,congruent,3.984375,0.458984375,4,0.0228271484375,0.0546875,0.1484375,0.458984375,0.314453125,1.0
4,menu,incongruent,3.28125,0.294921875,4,0.158203125,0.158203125,0.158203125,0.294921875,0.23046875,1.0
4,prescription,incongruent,3.171875,0.291015625,4,0.1552734375,0.19921875,0.1552734375,0.291015625,0.19921875,1.0
5,distress,congruent,4.40625,0.4765625,4,0.00118255615234375,0.003204345703125,0.044189453125,0.4765625,0.4765625,1.0
5,tranquility,congruent,4.3125,0.6015625,4,0.0003757476806640625,0.00168609619140625,0.033935546875,0.6015625,0.36328125,1.0
5,distress,incongruent,1.5859375,0.71875,1,0.71875,0.12451171875,0.058837890625,0.058837890625,0.04052734375,1.0
5,tranquility,incongruent,3.3125,0.390625,4,0.11181640625,0.1435546875,0.208984375,0.390625,0.1435546875,1.0
6,patients,congruent,3.921875,0.51171875,4,0.01361083984375,0.04736328125,0.1875,0.51171875,0.2412109375,1.0
6,students,congruent,3.9375,0.5234375,4,0.01397705078125,0.04296875,0.169921875,0.5234375,0.248046875,1.0
6,patients,incongruent,3.5625,0.392578125,4,0.06005859375,0.126953125,0.2099609375,0.392578125,0.2099609375,1.0
6,students,incongruent,3.765625,0.40625,4,0.054931640625,0.0908203125,0.1689453125,0.40625,0.279296875,1.0
7,consensus,congruent,4.15625,0.5703125,4,0.00141143798828125,0.01043701171875,0.1123046875,0.5703125,0.3046875,1.0
7,deadlock,congruent,3.84375,0.486328125,4,0.01470947265625,0.06591796875,0.203125,0.486328125,0.2294921875,1.0
7,consensus,incongruent,3.21875,0.337890625,4,0.109375,0.1806640625,0.2314453125,0.337890625,0.140625,1.0
7,deadlock,incongruent,3.875,0.494140625,4,0.01318359375,0.05224609375,0.2060546875,0.494140625,0.2333984375,1.0
8,cancer,congruent,3.4375,0.37109375,4,0.09375,0.13671875,0.19921875,0.37109375,0.19921875,1.0
8,engagement,congruent,3.84375,0.416015625,4,0.0301513671875,0.072265625,0.1962890625,0.416015625,0.28515625,1.0
8,cancer,incongruent,3.265625,0.322265625,4,0.134765625,0.1728515625,0.1728515625,0.322265625,0.1962890625,1.0
8,engagement,incongruent,3.484375,0.359375,4,0.080078125,0.1494140625,0.1923828125,0.359375,0.2177734375,1.0
9,classroom,congruent,3.9375,0.5234375,4,0.00958251953125,0.048828125,0.169921875,0.5234375,0.2470703125,1.0
9,terminal,congruent,3.921875,0.515625,4,0.0107421875,0.061767578125,0.16796875,0.515625,0.244140625,1.0
9,classroom,incongruent,3.6875,0.451171875,4,0.03271484375,0.1142578125,0.1884765625,0.451171875,0.212890625,1.0
9,terminal,incongruent,3.484375,0.4140625,4,0.0634765625,0.15234375,0.1962890625,0.4140625,0.1728515625,1.0
10,cash,congruent,4.1875,0.5859375,4,0.002716064453125,0.00946044921875,0.08984375,0.5859375,0.3125,1.0
10,groceries,congruent,3.9375,0.5,4,0.02490234375,0.04638671875,0.162109375,0.5,0.267578125,1.0
10,cash,incongruent,3.71875,0.453125,4,0.0419921875,0.07861328125,0.2138671875,0.453125,0.2138671875,1.0
10,groceries,incongruent,2.9375,0.294921875,4,0.2021484375,0.2021484375,0.1787109375,0.294921875,0.12255859375,1.0
11,confident,congruent,4.125,0.62890625,4,0.00177001953125,0.01019287109375,0.0966796875,0.62890625,0.26171875,1.0
11,lonely,congruent,4.125,0.62109375,4,0.00174713134765625,0.01007080078125,0.10791015625,0.62109375,0.259765625,1.0
11,confident,incongruent,3.796875,0.5234375,4,0.02294921875,0.07080078125,0.1923828125,0.5234375,0.1923828125,1.0
11,lonely,incongruent,4.0,0.59765625,4,0.00665283203125,0.023193359375,0.1513671875,0.59765625,0.2197265625,1.0
12,joy,congruent,4.53125,0.546875,5,0.00026702880859375,0.00119781494140625,0.0272216796875,0.42578125,0.546875,1.0
12,outrage,congruent,4.375,0.455078125,4,0.0030670166015625,0.0093994140625,0.0791015625,0.455078125,0.455078125,1.0
12,joy,incongruent,4.1875,0.416015625,4,0.0206298828125,0.030029296875,0.119140625,0.416015625,0.416015625,1.0
12,outrage,incongruent,4.28125,0.46875,4,0.0031585693359375,0.010986328125,0.1044921875,0.46875,0.4140625,1.0
13,snowstorm,congruent,4.03125,0.5234375,4,0.006591796875,0.0380859375,0.150390625,0.5234375,0.28125,1.0
13,traffic,congruent,4.28125,0.5078125,4,0.00182342529296875,0.00927734375,0.087890625,0.5078125,0.39453125,1.0
13,snowstorm,incongruent,3.0,0.26953125,4,0.1630859375,0.2373046875,0.185546875,0.26953125,0.14453125,1.0
13,traffic,incongruent,2.78125,0.263671875,1,0.263671875,0.205078125,0.1591796875,0.232421875,0.140625,1.0
14,frustration,congruent,4.34375,0.486328125,4,0.00154876708984375,0.0069580078125,0.07470703125,0.486328125,0.4296875,1.0
14,laughter,congruent,4.3125,0.51953125,4,0.00164794921875,0.005767822265625,0.0703125,0.51953125,0.404296875,1.0
14,frustration,incongruent,3.578125,0.384765625,4,0.07568359375,0.125,0.181640625,0.384765625,0.2333984375,1.0
14,laughter,incongruent,3.53125,0.375,4,0.08349609375,0.1376953125,0.1767578125,0.375,0.2275390625,1.0
15,calculator,congruent,3.3125,0.349609375,4,0.11328125,0.1865234375,0.1650390625,0.349609375,0.1865234375,1.0
15,instrument,congruent,3.46875,0.380859375,4,0.09619140625,0.1396484375,0.1796875,0.380859375,0.2041015625,1.0
15,calculator,incongruent,2.734375,0.2451171875,1,0.2451171875,0.2451171875,0.1484375,0.2451171875,0.11572265625,1.0
15,instrument,incongruent,3.359375,0.36328125,4,0.1181640625,0.1513671875,0.171875,0.36328125,0.1943359375,1.0
16,orchestra,congruent,4.25,0.494140625,4,0.0015716552734375,0.00799560546875,0.1103515625,0.494140625,0.384765625,1.0
16,racers,congruent,4.3125,0.51953125,4,0.000782012939453125,0.00396728515625,0.0703125,0.51953125,0.404296875,1.0
16,orchestra,incongruent,4.125,0.48828125,4,0.0089111328125,0.027587890625,0.1396484375,0.48828125,0.3359375,1.0
16,racers,incongruent,3.71875,0.43359375,4,0.045654296875,0.08544921875,0.2041015625,0.43359375,0.2314453125,1.0
17,playdate,congruent,4.1875,0.54296875,4,0.0028533935546875,0.0164794921875,0.10693359375,0.54296875,0.330078125,1.0
17,retirement,congruent,4.15625,0.56640625,4,0.0038299560546875,0.01336669921875,0.11181640625,0.56640625,0.302734375,1.0
17,playdate,incongruent,2.34375,0.439453125,1,0.439453125,0.162109375,0.1259765625,0.162109375,0.111328125,1.0
17,retirement,incongruent,3.65625,0.41796875,4,0.056396484375,0.10546875,0.197265625,0.41796875,0.2236328125,1.0
18,depressed,congruent,3.875,0.5234375,4,0.013916015625,0.054931640625,0.1923828125,0.5234375,0.2177734375,1.0
18,relieved,congruent,4.0,0.51953125,4,0.01226806640625,0.037841796875,0.1494140625,0.51953125,0.279296875,1.0
