layer_index,item_index,image_word,condition,pass,probability_congruent
0,0,library,congruent,❌,0.2999820626584755
0,0,refrigerator,congruent,✅,0.5947921832680702
0,0,library,incongruent,❌,0.5026742741518879
0,0,refrigerator,incongruent,✅,0.2882814318187371
0,1,disappointment,congruent,❌,0.32991524357788193
0,1,delight,congruent,❌,0.2597259411354906
0,1,disappointment,incongruent,✅,0.2245030172495648
0,1,delight,incongruent,✅,0.38823489258899524
0,10,cash,congruent,❌,0.15225196923352038
0,10,groceries,congruent,✅,0.5243383284522186
0,10,cash,incongruent,❌,0.5730757235193914
0,10,groceries,incongruent,✅,0.1395683843749001
0,11,lonely,congruent,❌,0.3696815777528746
0,11,confident,congruent,✅,0.8188819028216102
0,11,lonely,incongruent,❌,0.7447456316450117
0,11,confident,incongruent,✅,0.28344519889009856
0,12,joy,congruent,❌,0.3648533781277306
0,12,outrage,congruent,✅,0.5086102895092762
0,12,joy,incongruent,✅,0.35899257693187625
0,12,outrage,incongruent,✅,0.27727543969141905
0,13,traffic,congruent,✅,0.7355243562890712
0,13,snowstorm,congruent,✅,0.7413998093152269
0,13,traffic,incongruent,❌,0.738112059389064
0,13,snowstorm,incongruent,❌,0.7329885653967738
0,14,laughter,congruent,❌,0.456329637272088
0,14,frustration,congruent,✅,0.7127724793561289
0,14,laughter,incongruent,❌,0.73575185603766
0,14,frustration,incongruent,✅,0.40769304933345607
0,15,calculator,congruent,❌,0.385860286127215
0,15,instrument,congruent,❌,0.35600900128618496
0,15,calculator,incongruent,✅,0.2778065281582696
0,15,instrument,incongruent,✅,0.3157395290154799
0,16,orchestra,congruent,✅,0.8066048926185868
0,16,racers,congruent,✅,0.6815316674251968
0,16,orchestra,incongruent,❌,0.6343997665495417
0,16,racers,incongruent,❌,0.7943937974484762
0,17,retirement,congruent,✅,0.7342025445507553
0,17,playdate,congruent,❌,0.3250071729569146
0,17,retirement,incongruent,✅,0.3306150181562846
0,17,playdate,incongruent,❌,0.6621321862000741
