layer_index,item_index,image_word,condition,pass,probability_congruent
0,0,library,congruent,❌,0.31339783244305947
0,0,refrigerator,congruent,✅,0.832474920696238
0,0,library,incongruent,❌,0.8069362019605032
0,0,refrigerator,incongruent,✅,0.17076545671867643
0,1,disappointment,congruent,✅,0.5519890069835998
0,1,delight,congruent,❌,0.06725953814329848
0,1,disappointment,incongruent,✅,0.04830706585543646
0,1,delight,incongruent,❌,0.6288719516047759
0,10,cash,congruent,❌,0.28359243083958935
0,10,groceries,congruent,❌,0.17921823499036052
0,10,cash,incongruent,✅,0.14793692605204312
0,10,groceries,incongruent,✅,0.1918706761522012
0,11,lonely,congruent,✅,0.8461701361778453
0,11,confident,congruent,✅,0.6447058988825829
0,11,lonely,incongruent,✅,0.4443857370374521
0,11,confident,incongruent,❌,0.7714501649974509
0,12,joy,congruent,✅,0.661405313460107
0,12,outrage,congruent,✅,0.5474750022564295
0,12,joy,incongruent,✅,0.48724300806765763
0,12,outrage,incongruent,❌,0.5619432326475736
0,13,traffic,congruent,✅,0.9739035571629269
0,13,snowstorm,congruent,✅,0.8321261634921872
0,13,traffic,incongruent,❌,0.7951378900080832
0,13,snowstorm,incongruent,❌,0.9734446747890179
0,14,laughter,congruent,❌,0.3246046435900521
0,14,frustration,congruent,❌,0.49990962262656047
0,14,laughter,incongruent,❌,0.5579118772863659
0,14,frustration,incongruent,✅,0.31109162683998015
0,15,calculator,congruent,❌,0.1604242622430585
0,15,instrument,congruent,✅,0.6202337866312071
0,15,calculator,incongruent,✅,0.4143597517807126
0,15,instrument,incongruent,✅,0.06243839658828003
0,16,orchestra,congruent,✅,0.69126024274569
0,16,racers,congruent,✅,0.7267925250576471
0,16,orchestra,incongruent,❌,0.6721894107582959
0,16,racers,incongruent,❌,0.614978622615754
0,17,retirement,congruent,✅,0.6203091563354124
0,17,playdate,congruent,❌,0.17627190144833987
0,17,retirement,incongruent,✅,0.16085914175932908
0,17,playdate,incongruent,✅,0.4315191095002057
0,18,relieved,congruent,✅,0.6321081382300374
0,18,depressed,congruent,❌,0.31117610354712355
0,18,relieved,incongruent,✅,0.23378836888003227
0,18,depressed,incongruent,❌,0.7288940017838482
0,19,friends,congruent,❌,0.2978000312047679
0,19,weight,congruent,✅,0.5148542938299404
0,19,friends,incongruent,✅,0.35582628307467906
0,19,weight,incongruent,✅,0.2844674451398923
0,2,overcoat,congruent,❌,0.44100688062441795
0,2,sandals,congruent,✅,0.5721788693521893
0,2,overcoat,incongruent,✅,0.49357389399880375
0,2,sandals,incongruent,✅,0.40067340189579415
0,20,lipstick,congruent,❌,0.2962627545010847
0,20,song,congruent,✅,0.7015783912241007
0,20,lipstick,incongruent,✅,0.45802040347957296
0,20,song,incongruent,✅,0.2158485064611737
0,21,fought,congruent,❌,0.20607925327339502
0,21,sang,congruent,✅,0.6914676589752552
0,21,fought,incongruent,❌,0.5073181160442283
0,21,sang,incongruent,✅,0.2764719781977131
0,22,skeptical,congruent,❌,0.37899644568454727
0,22,reassured,congruent,✅,0.6878782113770985
0,22,skeptical,incongruent,❌,0.613957218531994
0,22,reassured,incongruent,✅,0.43102219385143387
0,23,graduation,congruent,✅,0.8193438009718094
0,23,operation,congruent,❌,0.18980911204189935
0,23,graduation,incongruent,✅,0.12985650157265485
0,23,operation,incongruent,❌,0.726712639433956
0,24,bride,congruent,✅,0.6019099726669711
0,24,aftermath,congruent,✅,0.6344835191933269
0,24,bride,incongruent,❌,0.5562399149093996
0,24,aftermath,incongruent,❌,0.5205491941047694
0,25,teacher,congruent,✅,0.7082833642927948
0,25,daughter,congruent,✅,0.7909736295729974
0,25,teacher,incongruent,❌,0.7378183266682355
