item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
0,library,congruent,2.890625,0.431640625,3,0.058349609375,0.26171875,0.431640625,0.23046875,0.0189208984375,1.0
0,refrigerator,congruent,2.625,0.46484375,3,0.0296630859375,0.41015625,0.46484375,0.09130859375,0.005157470703125,1.0
0,library,incongruent,1.0546875,0.95703125,1,0.95703125,0.037109375,0.006439208984375,0.0004119873046875,0.00011777877807617188,1.0
0,refrigerator,incongruent,1.046875,0.96484375,1,0.96484375,0.032958984375,0.003936767578125,0.000152587890625,5.602836608886719e-05,0.99609375
1,delight,congruent,4.34375,0.5703125,4,0.00159454345703125,0.0026397705078125,0.036376953125,0.5703125,0.390625,1.0
1,disappointment,congruent,2.15625,0.41015625,2,0.2197265625,0.41015625,0.361328125,0.00750732421875,0.00130462646484375,1.0
1,delight,incongruent,1.0625,0.9453125,1,0.9453125,0.047119140625,0.0072021484375,0.000316619873046875,0.00011682510375976562,1.0
1,disappointment,incongruent,1.0234375,0.9765625,1,0.9765625,0.0179443359375,0.0045166015625,0.00017547607421875,0.00010633468627929688,1.0
2,overcoat,congruent,4.34375,0.56640625,4,0.00262451171875,0.0033721923828125,0.036376953125,0.56640625,0.390625,1.0
2,sandals,congruent,3.71875,0.61328125,4,0.02099609375,0.05712890625,0.19921875,0.61328125,0.10693359375,0.99609375
2,overcoat,incongruent,1.0234375,0.984375,1,0.984375,0.015869140625,0.0014801025390625,0.0001068115234375,5.054473876953125e-05,1.0
2,sandals,incongruent,1.0078125,0.9921875,1,0.9921875,0.005218505859375,0.000621795654296875,5.793571472167969e-05,3.504753112792969e-05,1.0
3,exam,congruent,4.375,0.6171875,4,0.0002346038818359375,0.0002651214599609375,0.00994873046875,0.6171875,0.373046875,1.0
3,marathon,congruent,4.21875,0.7109375,4,0.000446319580078125,0.00064849853515625,0.0244140625,0.7109375,0.26171875,1.0
3,exam,incongruent,2.1875,0.5234375,2,0.150390625,0.5234375,0.318359375,0.007476806640625,0.00101470947265625,1.0
