layer_index,item_index,image_word,condition,pass,probability_congruent
0,0,library,congruent,❌,0.3807065500735525
0,0,refrigerator,congruent,✅,0.59237641832789
0,0,library,incongruent,✅,0.37337511093414955
0,0,refrigerator,incongruent,✅,0.3019908406358357
0,1,disappointment,congruent,✅,0.708004382818364
0,1,delight,congruent,✅,0.6069725263491884
0,1,disappointment,incongruent,❌,0.5166795418526766
0,1,delight,incongruent,❌,0.7358028257305486
0,10,cash,congruent,❌,0.2805510469129684
0,10,groceries,congruent,❌,0.4912871161546682
0,10,cash,incongruent,✅,0.323069259958594
0,10,groceries,incongruent,✅,0.3138469668511877
0,11,lonely,congruent,✅,0.6849050375659852
0,11,confident,congruent,✅,0.7796647055980286
0,11,lonely,incongruent,❌,0.7737412079940211
0,11,confident,incongruent,❌,0.5616326588388914
0,12,joy,congruent,❌,0.4715728551477245
0,12,outrage,congruent,❌,0.39180157308148494
0,12,joy,incongruent,✅,0.31300989435407495
0,12,outrage,incongruent,✅,0.3043101677766991
0,13,traffic,congruent,✅,0.7185902810002184
0,13,snowstorm,congruent,✅,0.9702766136228028
0,13,traffic,incongruent,❌,0.9647300261008829
0,13,snowstorm,incongruent,❌,0.7131385645711387
0,14,laughter,congruent,✅,0.8100194915397076
0,14,frustration,congruent,✅,0.5071899602408566
0,14,laughter,incongruent,❌,0.5064511062562579
0,14,frustration,incongruent,❌,0.7391677655464133
0,15,calculator,congruent,❌,0.2332201743550883
0,15,instrument,congruent,✅,0.5379697591685495
0,15,calculator,incongruent,✅,0.4020506357474083
0,15,instrument,incongruent,✅,0.1287720659571275
0,16,orchestra,congruent,✅,0.862748559994396
0,16,racers,congruent,✅,0.7701398348271371
0,16,orchestra,incongruent,❌,0.7304580612455983
0,16,racers,incongruent,❌,0.7694285810026078
0,17,retirement,congruent,✅,0.5910397341549926
0,17,playdate,congruent,❌,0.4621782729459616
0,17,retirement,incongruent,✅,0.45002060280532824
0,17,playdate,incongruent,✅,0.4722165265717986
0,18,relieved,congruent,❌,0.35087312905818835
0,18,depressed,congruent,❌,0.2267411635603697
0,18,relieved,incongruent,✅,0.2673481654811352
0,18,depressed,incongruent,✅,0.40169372992143254
0,19,friends,congruent,✅,0.6995295713432653
0,19,weight,congruent,✅,0.7290811697332628
0,19,friends,incongruent,❌,0.6262220417189771
0,19,weight,incongruent,❌,0.6281018139997445
0,2,overcoat,congruent,❌,0.4388330045717093
0,2,sandals,congruent,✅,0.9136486557369563
0,2,overcoat,incongruent,❌,0.8681708965402501
0,2,sandals,incongruent,✅,0.44582323805636054
0,20,lipstick,congruent,✅,0.803704605921025
0,20,song,congruent,✅,0.7113256759872435
0,20,lipstick,incongruent,✅,0.43113008001800734
0,20,song,incongruent,❌,0.5179367288996469
0,21,fought,congruent,❌,0.10259768588353342
0,21,sang,congruent,❌,0.2904920985845015
0,21,fought,incongruent,✅,0.20463428806702494
0,21,sang,incongruent,✅,0.07385300771639508
0,22,skeptical,congruent,❌,0.38562474152118836
0,22,reassured,congruent,❌,0.3373674224596645
0,22,skeptical,incongruent,✅,0.3203002863214128
0,22,reassured,incongruent,✅,0.30308571302085985
0,23,graduation,congruent,✅,0.6758283814299191
0,23,operation,congruent,❌,0.41356797970711745
0,23,graduation,incongruent,✅,0.2847806095360988
0,23,operation,incongruent,✅,0.4201414383840748
0,24,bride,congruent,✅,0.7182094465836549
0,24,aftermath,congruent,✅,0.771951753642711
0,24,bride,incongruent,❌,0.6325155362111946
0,24,aftermath,incongruent,❌,0.5222077277560497
0,25,teacher,congruent,✅,0.5694705266336314
0,25,daughter,congruent,✅,0.6080934266072014
0,25,teacher,incongruent,❌,0.5273728576436122
0,25,daughter,incongruent,❌,0.6277576074454433
0,26,roommate,congruent,✅,0.6568705106335787
0,26,grandma,congruent,❌,0.4872840291924448
0,26,roommate,incongruent,✅,0.4596322118755418
0,26,grandma,incongruent,✅,0.4562394883199951
0,27,brother,congruent,❌,0.4467135792409866
0,27,mother,congruent,❌,0.49027349340658805
0,27,brother,incongruent,✅,0.373918089068697
0,27,mother,incongruent,❌,0.5122414343499004
0,28,preschool,congruent,✅,0.9396781893164011
0,28,prison,congruent,✅,0.6747721619474989
0,28,preschool,incongruent,✅,0.43957323819401306
0,28,prison,incongruent,❌,0.8244267805285761
0,29,hopeful,congruent,❌,0.45944514902391526
0,29,hopeless,congruent,✅,0.8834417670011026
0,29,hopeful,incongruent,❌,0.7943755064706615
