layer_index,item_index,image_word,condition,pass,probability_congruent
0,0,library,congruent,❌,0.4926213122970551
0,0,refrigerator,congruent,✅,0.8269946245998598
0,0,library,incongruent,❌,0.7383975830449093
0,0,refrigerator,incongruent,✅,0.2893638953452212
0,1,disappointment,congruent,❌,0.3948170954351256
0,1,delight,congruent,❌,0.2194211245846778
0,1,disappointment,incongruent,✅,0.21739787129130037
0,1,delight,incongruent,✅,0.3936383038191777
0,10,cash,congruent,❌,0.3411685975041679
0,10,groceries,congruent,✅,0.6418856422580274
0,10,cash,incongruent,❌,0.6340435722797665
0,10,groceries,incongruent,✅,0.302661100449296
0,11,lonely,congruent,❌,0.41214436643761854
0,11,confident,congruent,✅,0.5573161979937175
0,11,lonely,incongruent,❌,0.5527235479411133
0,11,confident,incongruent,✅,0.38815988404929547
0,12,joy,congruent,✅,0.5547719798441627
0,12,outrage,congruent,❌,0.33700724090397705
0,12,joy,incongruent,✅,0.3385411116000234
0,12,outrage,incongruent,❌,0.5172224062726456
0,13,traffic,congruent,✅,0.9260402145978833
0,13,snowstorm,congruent,✅,0.5463588453071303
0,13,traffic,incongruent,❌,0.5366883723096509
0,13,snowstorm,incongruent,❌,0.9344587791324798
0,14,laughter,congruent,❌,0.3366714334251188
0,14,frustration,congruent,❌,0.3975188800155996
0,14,laughter,incongruent,✅,0.4034385603056242
0,14,frustration,incongruent,✅,0.3259979928112343
0,15,calculator,congruent,❌,0.2840909232337964
0,15,instrument,congruent,✅,0.5193465571143102
0,15,calculator,incongruent,✅,0.4026904916015485
0,15,instrument,incongruent,✅,0.22777836871304127
0,16,orchestra,congruent,✅,0.5799863401103085
0,16,racers,congruent,✅,0.6181384312684542
0,16,orchestra,incongruent,❌,0.5550496710532992
0,16,racers,incongruent,❌,0.6286891068089019
0,17,retirement,congruent,✅,0.6539462241926045
0,17,playdate,congruent,✅,0.5379082093064149
0,17,retirement,incongruent,❌,0.508325952643734
0,17,playdate,incongruent,❌,0.6390081680015808
0,18,relieved,congruent,❌,0.4488855408462519
0,18,depressed,congruent,✅,0.7093444193282562
0,18,relieved,incongruent,❌,0.7025860884863199
0,18,depressed,incongruent,✅,0.4354074361627969
0,19,friends,congruent,✅,0.5280825268404344
0,19,weight,congruent,✅,0.5151878145213233
0,19,friends,incongruent,✅,0.45900163786572423
0,19,weight,incongruent,❌,0.5315226119602234
0,2,overcoat,congruent,✅,0.5721071984032183
