item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
0,library,congruent,3.03125,0.330078125,1,0.330078125,0.0947265625,0.08349609375,0.2001953125,0.291015625,0.9453125
0,refrigerator,congruent,2.34375,0.46875,1,0.46875,0.1728515625,0.08154296875,0.1044921875,0.1728515625,0.91796875
0,library,incongruent,2.546875,0.41796875,1,0.41796875,0.154296875,0.09326171875,0.1357421875,0.1982421875,0.92578125
0,refrigerator,incongruent,1.8984375,0.640625,1,0.640625,0.1259765625,0.04638671875,0.0595703125,0.1259765625,0.78125
1,delight,congruent,3.359375,0.357421875,5,0.2451171875,0.09033203125,0.09033203125,0.216796875,0.357421875,0.984375
1,disappointment,congruent,2.578125,0.3671875,1,0.3671875,0.197265625,0.119140625,0.119140625,0.197265625,0.9765625
1,delight,incongruent,2.28125,0.416015625,1,0.416015625,0.251953125,0.10498046875,0.0927734375,0.134765625,0.96875
1,disappointment,incongruent,3.421875,0.396484375,5,0.240234375,0.08837890625,0.08837890625,0.1875,0.396484375,0.9765625
2,overcoat,congruent,3.359375,0.361328125,5,0.248046875,0.08056640625,0.09130859375,0.21875,0.361328125,0.97265625
2,sandals,congruent,2.96875,0.33203125,1,0.33203125,0.10791015625,0.10791015625,0.1572265625,0.29296875,0.9609375
2,overcoat,incongruent,2.953125,0.34375,1,0.34375,0.111328125,0.0986328125,0.1435546875,0.302734375,0.9453125
2,sandals,incongruent,2.9375,0.322265625,1,0.322265625,0.134765625,0.10498046875,0.15234375,0.28515625,0.95703125
3,exam,congruent,2.625,0.35546875,1,0.35546875,0.1904296875,0.115234375,0.1484375,0.1904296875,0.9765625
3,marathon,congruent,2.53125,0.380859375,1,0.380859375,0.2041015625,0.09619140625,0.1396484375,0.1796875,0.9765625
3,exam,incongruent,2.546875,0.37109375,1,0.37109375,0.1982421875,0.1201171875,0.13671875,0.1748046875,0.9765625
3,marathon,incongruent,2.28125,0.451171875,1,0.451171875,0.212890625,0.0888671875,0.1005859375,0.146484375,0.96875
4,menu,congruent,2.421875,0.4765625,1,0.4765625,0.13671875,0.08251953125,0.1064453125,0.1982421875,0.9140625
4,prescription,congruent,2.421875,0.447265625,1,0.447265625,0.1650390625,0.087890625,0.11328125,0.1865234375,0.921875
4,menu,incongruent,2.25,0.494140625,1,0.494140625,0.1611328125,0.09765625,0.0859375,0.1611328125,0.91015625
4,prescription,incongruent,2.421875,0.474609375,1,0.474609375,0.1357421875,0.07275390625,0.11962890625,0.197265625,0.921875
5,distress,congruent,3.25,0.267578125,4,0.1845703125,0.126953125,0.1845703125,0.267578125,0.236328125,0.9921875
5,tranquility,congruent,3.640625,0.35546875,5,0.16796875,0.061767578125,0.1015625,0.314453125,0.35546875,0.9921875
5,distress,incongruent,2.5,0.45703125,1,0.45703125,0.130859375,0.07958984375,0.11572265625,0.2158203125,0.91015625
