layer_index,item_index,image_word,condition,pass,probability_congruent
0,0,library,congruent,❌,0.391902608047495
0,0,refrigerator,congruent,✅,0.6408082521246483
0,0,library,incongruent,❌,0.6091426850349382
0,0,refrigerator,incongruent,✅,0.26002249623261814
0,1,disappointment,congruent,❌,0.41261983548311026
0,1,delight,congruent,❌,0.36166022880093
0,1,disappointment,incongruent,✅,0.3444038655704925
0,1,delight,incongruent,✅,0.41726426333611955
0,10,cash,congruent,❌,0.2478800446360373
0,10,groceries,congruent,✅,0.6171103318542138
0,10,cash,incongruent,❌,0.610455214739426
0,10,groceries,incongruent,✅,0.23796856669838548
0,11,lonely,congruent,❌,0.38684113715121504
0,11,confident,congruent,❌,0.46032041764313214
0,11,lonely,incongruent,✅,0.45423437165153474
0,11,confident,incongruent,✅,0.38621286792725107
0,12,joy,congruent,❌,0.4649333051295198
0,12,outrage,congruent,❌,0.373635118170926
0,12,joy,incongruent,✅,0.3766414514830252
0,12,outrage,incongruent,✅,0.43535220719991835
0,13,traffic,congruent,✅,0.8637391871844592
0,13,snowstorm,congruent,❌,0.4373950428999196
0,13,traffic,incongruent,✅,0.435946095813436
0,13,snowstorm,incongruent,❌,0.8683285188587991
0,14,laughter,congruent,✅,0.5291911888842071
0,14,frustration,congruent,✅,0.620421675437193
0,14,laughter,incongruent,❌,0.6243980209694159
0,14,frustration,incongruent,❌,0.5271655654802149
0,15,calculator,congruent,❌,0.46467457067471984
0,15,instrument,congruent,❌,0.49188160434459655
0,15,calculator,incongruent,✅,0.42319885704318394
0,15,instrument,incongruent,✅,0.31134375988520074
0,16,orchestra,congruent,✅,0.5129501150896297
0,16,racers,congruent,✅,0.5487413160202163
0,16,orchestra,incongruent,❌,0.547877910843524
0,16,racers,incongruent,❌,0.5292170655259326
0,17,retirement,congruent,✅,0.553835347780363
0,17,playdate,congruent,❌,0.30203917483891657
0,17,retirement,incongruent,✅,0.28073192594634494
0,17,playdate,incongruent,❌,0.5407952531768118
0,18,relieved,congruent,❌,0.37379219156104515
0,18,depressed,congruent,❌,0.35450930469259645
0,18,relieved,incongruent,✅,0.36558434541290236
0,18,depressed,incongruent,✅,0.37568122315734837
0,19,friends,congruent,✅,0.667704222719691
0,19,weight,congruent,✅,0.5161570736326051
0,19,friends,incongruent,✅,0.40208178655442833
0,19,weight,incongruent,❌,0.6692390664303269
0,2,overcoat,congruent,✅,0.595829581766855
0,2,sandals,congruent,✅,0.6246013249991931
0,2,overcoat,incongruent,❌,0.5885258833631077
0,2,sandals,incongruent,❌,0.5844467570860601
0,20,lipstick,congruent,✅,0.5353691042425864
0,20,song,congruent,✅,0.7132386025722174
0,20,lipstick,incongruent,✅,0.4625821595919075
0,20,song,incongruent,✅,0.45451411254067475
0,21,fought,congruent,❌,0.4297782768070681
0,21,sang,congruent,❌,0.4625435030926982
0,21,fought,incongruent,✅,0.46108857356837235
0,21,sang,incongruent,✅,0.4216134017024103
0,22,skeptical,congruent,❌,0.442947139964373
0,22,reassured,congruent,✅,0.5135327076460978
0,22,skeptical,incongruent,❌,0.5034492254937937
0,22,reassured,incongruent,✅,0.4382352346466101
0,23,graduation,congruent,✅,0.5583454362727353
0,23,operation,congruent,❌,0.44140975512732983
0,23,graduation,incongruent,✅,0.3354640225846272
0,23,operation,incongruent,✅,0.47328676064503045
0,24,bride,congruent,✅,0.6981434130797114
0,24,aftermath,congruent,❌,0.4174006740510638
0,24,bride,incongruent,✅,0.371736396486362
0,24,aftermath,incongruent,❌,0.6896208141344198
0,25,teacher,congruent,✅,0.6011495774054548
0,25,daughter,congruent,✅,0.7262334859751565
0,25,teacher,incongruent,❌,0.7075512912437507
0,25,daughter,incongruent,❌,0.6316789963947941
0,26,roommate,congruent,❌,0.42074352156649114
0,26,grandma,congruent,✅,0.5173464323622632
0,26,roommate,incongruent,❌,0.5150114501318126
0,26,grandma,incongruent,✅,0.40565156094489185
0,27,brother,congruent,❌,0.34524004052219837
0,27,mother,congruent,✅,0.604536343770356
0,27,brother,incongruent,❌,0.616748397659411
0,27,mother,incongruent,✅,0.337635138125131
0,28,preschool,congruent,✅,0.6778346036126544
0,28,prison,congruent,❌,0.478164140005155
0,28,preschool,incongruent,✅,0.4049176494271244
0,28,prison,incongruent,❌,0.6035068828063924
0,29,hopeful,congruent,❌,0.4969164361149788
0,29,hopeless,congruent,✅,0.6340371982442594
0,29,hopeful,incongruent,❌,0.6322703327083777
0,29,hopeless,incongruent,✅,0.4982686689623793
0,3,marathon,congruent,✅,0.6504125169337175
0,3,exam,congruent,✅,0.743796047694826
0,3,marathon,incongruent,❌,0.6199553037421898
0,3,exam,incongruent,❌,0.5727045041835533
0,30,appalled,congruent,❌,0.3195358725702455
0,30,overjoyed,congruent,❌,0.38807324942674926
0,30,appalled,incongruent,✅,0.388118530941684
0,30,overjoyed,incongruent,✅,0.3207307724684606
0,31,reprimand,congruent,✅,0.5115289325751922
0,31,encouragement,congruent,❌,0.36903972124099227
0,31,reprimand,incongruent,✅,0.3667168627440786
