seed,max_accuracy
0,0.521875
1,0.55
2,0.5375
3,0.5375
4,0.53125
5,0.55
6,0.553125
7,0.525
8,0.621875
9,0.575
10,0.55
11,0.559375
12,0.55625
13,0.55
14,0.55
15,0.56875
16,0.51875
17,0.53125
18,0.553125
19,0.54375
20,0.6
21,0.528125
22,0.515625
23,0.55625
24,0.534375
25,0.5375
26,0.5375
27,0.55
28,0.559375
29,0.534375
30,0.53125
31,0.525
32,0.5375
33,0.534375
34,0.528125
35,0.559375
36,0.55
37,0.553125
38,0.5875
39,0.525
40,0.559375
41,0.55625
42,0.540625
43,0.528125
44,0.540625
45,0.5875
46,0.5625
47,0.540625
48,0.521875
49,0.534375
50,0.534375
51,0.5625
52,0.553125
53,0.534375
54,0.559375
55,0.53125
56,0.553125
57,0.51875
58,0.55
59,0.525
60,0.528125
61,0.54375
62,0.509375
63,0.528125
64,0.54375
65,0.528125
66,0.5375
67,0.5875
68,0.578125
69,0.640625
70,0.5375
71,0.5375
72,0.51875
73,0.58125
74,0.5625
75,0.56875
76,0.575
77,0.515625
78,0.5375
79,0.55
80,0.51875
81,0.528125
82,0.5125
83,0.540625
84,0.515625
85,0.621875
86,0.528125
87,0.528125
88,0.509375
89,0.540625
90,0.546875
91,0.5625
92,0.540625
93,0.5375
94,0.515625
95,0.5125
96,0.5375
97,0.5125
98,0.559375
99,0.53125
100,0.559375
101,0.55625
102,0.521875
103,0.578125
104,0.534375
105,0.559375
106,0.534375
107,0.565625
108,0.54375
109,0.521875
110,0.546875
111,0.515625
112,0.5125
113,0.553125
114,0.55
115,0.565625
116,0.546875
117,0.515625
118,0.51875
119,0.53125
120,0.53125
121,0.53125
122,0.53125
123,0.525
124,0.5625
125,0.553125
126,0.540625
127,0.521875
128,0.515625
129,0.534375
130,0.540625
131,0.528125
132,0.565625
133,0.56875
134,0.559375
135,0.528125
136,0.54375
137,0.528125
138,0.578125
139,0.578125
140,0.571875
141,0.5125
142,0.565625
143,0.515625
144,0.525
145,0.54375
146,0.584375
147,0.603125
148,0.528125
149,0.55625
150,0.546875
151,0.53125
152,0.56875
153,0.528125
154,0.540625
155,0.546875
156,0.5375
157,0.53125
158,0.553125
159,0.540625
160,0.546875
161,0.5875
162,0.534375
163,0.5625
164,0.53125
165,0.540625
166,0.525
167,0.51875
168,0.528125
169,0.521875
170,0.515625
171,0.5375
172,0.515625
173,0.521875
174,0.528125
175,0.55625
176,0.55625
177,0.525
178,0.525
179,0.509375
180,0.528125
181,0.53125
182,0.521875
183,0.578125
184,0.546875
185,0.553125
186,0.55
187,0.53125
188,0.54375
189,0.56875
190,0.55
191,0.5625
192,0.515625
193,0.575
194,0.534375
195,0.521875
196,0.5625
197,0.56875
198,0.55625
199,0.546875
200,0.565625
201,0.53125
202,0.528125
203,0.5375
204,0.51875
205,0.521875
206,0.575
207,0.528125
208,0.571875
209,0.559375
210,0.5125
211,0.55
212,0.528125
213,0.528125
214,0.546875
215,0.53125
216,0.53125
217,0.525
218,0.5625
219,0.553125
220,0.51875
221,0.51875
222,0.540625
223,0.534375
224,0.553125
225,0.534375
226,0.540625
227,0.525
228,0.553125
229,0.584375
230,0.590625
231,0.525
232,0.584375
233,0.553125
234,0.54375
235,0.515625
236,0.53125
237,0.528125
238,0.5375
239,0.525
240,0.5375
241,0.55625
242,0.565625
243,0.53125
244,0.55625
245,0.51875
246,0.546875
247,0.528125
248,0.55
249,0.53125
250,0.58125
251,0.5125
252,0.54375
253,0.6125
254,0.540625
255,0.584375
256,0.528125
257,0.528125
258,0.56875
259,0.5625
260,0.5625
261,0.53125
262,0.55625
263,0.56875
264,0.528125
265,0.5625
266,0.509375
267,0.525
268,0.578125
269,0.546875
270,0.55625
271,0.521875
272,0.5625
273,0.578125
274,0.55
275,0.546875
276,0.521875
277,0.525
278,0.55
279,0.56875
280,0.51875
281,0.51875
282,0.534375
283,0.515625
284,0.55625
285,0.559375
286,0.571875
287,0.55
288,0.53125
289,0.578125
290,0.559375
291,0.5375
292,0.51875
293,0.55625
294,0.54375
295,0.528125
296,0.5625
297,0.553125
298,0.53125
299,0.546875
300,0.559375
301,0.509375
302,0.54375
303,0.546875
304,0.55625
305,0.525
306,0.528125
307,0.546875
308,0.51875
309,0.525
310,0.525
311,0.590625
312,0.51875
313,0.509375
314,0.540625
315,0.6
316,0.575
317,0.5625
318,0.540625
319,0.5375
320,0.540625
321,0.55625
322,0.525
323,0.540625
324,0.528125
325,0.525
326,0.53125
327,0.509375
328,0.553125
329,0.515625
330,0.534375
331,0.540625
332,0.53125
333,0.5625
334,0.515625
335,0.58125
336,0.553125
337,0.51875
338,0.54375
339,0.51875
340,0.5375
341,0.546875
342,0.521875
343,0.5875
344,0.553125
345,0.553125
346,0.5125
347,0.546875
348,0.515625
349,0.584375
350,0.5375
351,0.559375
352,0.53125
353,0.525
354,0.54375
355,0.50625
356,0.5375
357,0.521875
358,0.6
359,0.521875
360,0.51875
361,0.565625
362,0.5375
363,0.528125
364,0.521875
365,0.521875
366,0.540625
367,0.5625
368,0.571875
369,0.559375
370,0.546875
371,0.5375
372,0.5125
373,0.546875
374,0.54375
375,0.51875
376,0.54375
377,0.615625
378,0.546875
379,0.55
380,0.525
381,0.553125
382,0.53125
383,0.525
384,0.51875
385,0.559375
386,0.534375
387,0.5125
388,0.54375
389,0.528125
390,0.534375
391,0.53125
392,0.559375
393,0.571875
394,0.54375
395,0.5625
396,0.55
397,0.546875
398,0.525
399,0.509375
400,0.565625
401,0.521875
402,0.528125
403,0.54375
404,0.521875
405,0.534375
406,0.521875
407,0.615625
408,0.521875
409,0.546875
410,0.521875
411,0.540625
412,0.5375
413,0.553125
414,0.515625
415,0.53125
416,0.559375
417,0.540625
418,0.528125
419,0.515625
420,0.546875
421,0.559375
422,0.5375
423,0.54375
424,0.5375
425,0.534375
426,0.5375
427,0.5375
428,0.5375
429,0.521875
430,0.565625
431,0.5375
432,0.55
433,0.55
434,0.55625
435,0.534375
436,0.56875
437,0.575
438,0.528125
439,0.546875
440,0.559375
441,0.525
442,0.521875
443,0.5625
444,0.53125
445,0.53125
446,0.528125
447,0.565625
448,0.53125
449,0.546875
450,0.565625
451,0.53125
452,0.53125
453,0.553125
454,0.54375
455,0.525
456,0.5125
457,0.55625
458,0.5375
459,0.521875
460,0.578125
461,0.5625
462,0.5375
463,0.525
464,0.59375
465,0.54375
466,0.5125
467,0.521875
468,0.5625
469,0.515625
470,0.521875
471,0.528125
472,0.5125
473,0.521875
474,0.553125
475,0.571875
476,0.54375
477,0.515625
478,0.546875
479,0.559375
480,0.5375
481,0.528125
482,0.553125
483,0.528125
484,0.528125
485,0.534375
486,0.55625
487,0.528125
488,0.515625
489,0.565625
490,0.55
491,0.51875
492,0.525
493,0.54375
494,0.51875
495,0.53125
496,0.55625
497,0.56875
498,0.534375
499,0.55
500,0.58125
501,0.621875
502,0.5625
503,0.53125
504,0.553125
505,0.553125
506,0.51875
507,0.559375
508,0.53125
509,0.525
510,0.509375
511,0.540625
512,0.553125
513,0.56875
514,0.51875
515,0.5625
516,0.53125
517,0.540625
518,0.565625
519,0.51875
520,0.546875
521,0.525
522,0.5375
523,0.540625
524,0.534375
525,0.53125
526,0.515625
527,0.5625
528,0.55625
529,0.521875
530,0.56875
531,0.5375
532,0.525
533,0.56875
534,0.528125
535,0.565625
536,0.53125
537,0.559375
538,0.525
539,0.521875
540,0.5125
541,0.565625
542,0.525
543,0.5125
544,0.540625
545,0.51875
546,0.578125
547,0.515625
548,0.559375
549,0.5375
550,0.54375
551,0.5375
552,0.515625
553,0.515625
554,0.58125
555,0.534375
556,0.571875
557,0.51875
558,0.528125
559,0.54375
560,0.55625
561,0.540625
562,0.53125
563,0.56875
564,0.51875
565,0.546875
566,0.5625
567,0.5625
568,0.515625
569,0.54375
570,0.575
571,0.525
572,0.528125
573,0.5875
574,0.528125
575,0.528125
576,0.56875
577,0.51875
578,0.546875
579,0.5875
580,0.51875
581,0.528125
582,0.534375
583,0.525
584,0.559375
585,0.515625
586,0.509375
587,0.521875
588,0.553125
589,0.515625
590,0.584375
591,0.571875
592,0.540625
593,0.534375
594,0.515625
595,0.5375
596,0.54375
597,0.534375
598,0.565625
599,0.528125
600,0.546875
601,0.540625
602,0.55625
603,0.521875
604,0.5125
605,0.5375
606,0.525
607,0.515625
608,0.521875
609,0.54375
610,0.55625
611,0.51875
612,0.56875
613,0.525
614,0.5375
615,0.540625
616,0.5375
617,0.56875
618,0.534375
619,0.5375
620,0.54375
621,0.528125
622,0.565625
623,0.528125
624,0.55
625,0.55
626,0.53125
627,0.534375
628,0.53125
629,0.5625
630,0.571875
631,0.534375
632,0.521875
633,0.51875
634,0.59375
635,0.55
636,0.5375
637,0.55
638,0.515625
639,0.55
640,0.528125
641,0.534375
642,0.525
643,0.53125
644,0.5625
645,0.584375
646,0.53125
647,0.55
648,0.51875
649,0.528125
650,0.515625
651,0.540625
652,0.51875
653,0.521875
654,0.5375
655,0.5125
656,0.54375
657,0.565625
658,0.51875
659,0.5625
660,0.540625
661,0.5375
662,0.54375
663,0.525
664,0.546875
665,0.5625
666,0.565625
667,0.56875
668,0.53125
669,0.553125
670,0.53125
671,0.534375
672,0.5125
673,0.55
674,0.55
675,0.565625
676,0.578125
677,0.54375
678,0.51875
679,0.5125
680,0.559375
681,0.53125
682,0.528125
683,0.58125
684,0.55
685,0.521875
686,0.565625
687,0.528125
688,0.54375
689,0.51875
690,0.51875
691,0.515625
692,0.528125
693,0.553125
694,0.53125
695,0.565625
696,0.521875
697,0.559375
698,0.5875
699,0.534375
700,0.58125
701,0.540625
702,0.515625
703,0.559375
704,0.54375
705,0.553125
706,0.534375
707,0.51875
708,0.521875
709,0.5125
710,0.571875
711,0.53125
712,0.51875
713,0.5625
714,0.534375
715,0.5375
716,0.565625
717,0.515625
718,0.525
719,0.53125
720,0.51875
721,0.534375
722,0.51875
723,0.559375
724,0.534375
725,0.571875
726,0.521875
727,0.565625
728,0.54375
729,0.546875
730,0.525
731,0.5625
732,0.509375
