item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
0,library,congruent,4.90625,0.90625,5,3.306195139884949e-08,1.019798219203949e-07,1.5944242477416992e-06,0.09521484375,0.90625,1.0
0,refrigerator,congruent,4.0625,0.94140625,4,2.2351741790771484e-07,1.4603137969970703e-06,3.7670135498046875e-05,0.94140625,0.06005859375,1.0
0,library,incongruent,1.0234375,0.98046875,1,0.98046875,0.0203857421875,5.030632019042969e-05,1.341104507446289e-06,3.6507844924926758e-06,1.0
0,refrigerator,incongruent,1.03125,0.96875,1,0.96875,0.029296875,1.2636184692382812e-05,3.371387720108032e-07,4.880130290985107e-07,1.0
1,delight,congruent,5.0,1.0,5,3.213062882423401e-08,3.213062882423401e-08,1.6391277313232422e-07,2.1457672119140625e-05,1.0,1.0
1,disappointment,congruent,2.984375,0.984375,3,3.075599670410156e-05,0.01239013671875,0.984375,0.00115203857421875,0.0002918243408203125,1.0
1,delight,incongruent,1.046875,0.953125,1,0.953125,0.04736328125,6.645917892456055e-06,4.805624485015869e-07,2.4437904357910156e-06,1.0
1,disappointment,incongruent,1.0078125,0.98828125,1,0.98828125,0.010986328125,1.1324882507324219e-05,6.407499313354492e-07,2.2351741790771484e-06,1.0
2,overcoat,congruent,4.9375,0.95703125,5,7.404014468193054e-08,2.2817403078079224e-07,5.8710575103759766e-06,0.0419921875,0.95703125,1.0
2,sandals,congruent,4.15625,0.8515625,4,1.2980308383703232e-08,1.2293457984924316e-07,6.735324859619141e-06,0.8515625,0.1484375,1.0
2,overcoat,incongruent,1.0,1.0,1,1.0,0.00150299072265625,6.48200511932373e-07,4.1443854570388794e-08,1.4435499906539917e-07,1.0
2,sandals,incongruent,1.0078125,0.9921875,1,0.9921875,0.00970458984375,4.172325134277344e-06,2.682209014892578e-07,8.23289155960083e-07,1.0
3,exam,congruent,5.0,0.9921875,5,1.2665987014770508e-07,3.427267074584961e-07,1.2874603271484375e-05,0.00860595703125,0.9921875,1.0
3,marathon,congruent,5.0,1.0,5,1.1222437024116516e-07,1.4435499906539917e-07,2.905726432800293e-06,0.000804901123046875,1.0,1.0
3,exam,incongruent,2.0,0.9921875,2,0.002777099609375,0.9921875,0.005889892578125,5.7697296142578125e-05,6.532669067382812e-05,1.0
3,marathon,incongruent,2.96875,0.96875,3,8.249282836914062e-05,0.029296875,0.96875,0.0002880096435546875,0.0003261566162109375,1.0
4,menu,congruent,4.0,0.99609375,4,1.8440186977386475e-07,6.109476089477539e-06,0.000202178955078125,0.99609375,0.004058837890625,1.0
4,prescription,congruent,4.96875,0.98046875,5,1.103617250919342e-07,5.62518835067749e-07,1.2755393981933594e-05,0.0179443359375,0.98046875,1.0
4,menu,incongruent,1.2265625,0.77734375,1,0.77734375,0.22265625,0.00022983551025390625,3.2782554626464844e-06,6.139278411865234e-06,1.0
4,prescription,incongruent,1.9921875,0.98828125,2,0.010986328125,0.98828125,0.0003757476806640625,1.0013580322265625e-05,1.4543533325195312e-05,1.0
5,distress,congruent,5.0,1.0,5,1.4435499906539917e-07,1.126900315284729e-07,6.48200511932373e-07,2.753734588623047e-05,1.0,1.0
5,tranquility,congruent,5.0,1.0,5,3.213062882423401e-08,3.213062882423401e-08,2.384185791015625e-07,3.123283386230469e-05,1.0,1.0
5,distress,incongruent,1.0,1.0,1,1.0,8.487701416015625e-05,8.754432201385498e-08,9.255018085241318e-09,1.8533319234848022e-07,1.0
5,tranquility,incongruent,1.984375,0.984375,2,0.015869140625,0.984375,0.000698089599609375,5.7220458984375e-05,0.00017642974853515625,1.0
6,patients,congruent,4.15625,0.8515625,4,1.664739102125168e-08,1.7881393432617188e-07,1.2576580047607422e-05,0.8515625,0.1484375,1.0
6,students,congruent,4.0625,0.94140625,4,2.3632310330867767e-08,6.07222318649292e-07,7.05718994140625e-05,0.94140625,0.06005859375,1.0
6,patients,incongruent,2.0,0.9921875,2,0.0031585693359375,0.9921875,0.004058837890625,6.580352783203125e-05,6.580352783203125e-05,1.0
6,students,incongruent,1.0703125,0.93359375,1,0.93359375,0.0673828125,0.0004558563232421875,8.344650268554688e-06,2.562999725341797e-05,1.0
7,consensus,congruent,4.0,0.984375,4,7.101334631443024e-09,1.825392246246338e-07,1.8715858459472656e-05,0.984375,0.0140380859375,1.0
7,deadlock,congruent,4.375,0.62109375,4,8.381903171539307e-09,2.775341272354126e-07,2.205371856689453e-05,0.62109375,0.376953125,1.0
7,consensus,incongruent,1.5625,0.5625,2,0.4375,0.5625,0.0003108978271484375,1.0609626770019531e-05,3.719329833984375e-05,1.0
7,deadlock,incongruent,2.0,0.99609375,2,0.0003795623779296875,0.99609375,0.002471923828125,2.7418136596679688e-05,1.2993812561035156e-05,1.0
