item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
0,library,congruent,4.25,0.435546875,4,0.009033203125,0.0245361328125,0.09716796875,0.435546875,0.435546875,1.0
0,refrigerator,congruent,4.53125,0.5859375,5,0.00347900390625,0.0137939453125,0.04248046875,0.35546875,0.5859375,1.0
0,library,incongruent,1.4375,0.671875,1,0.671875,0.2470703125,0.0625,0.00958251953125,0.00958251953125,1.0
0,refrigerator,incongruent,1.5859375,0.57421875,1,0.57421875,0.306640625,0.087890625,0.01531982421875,0.01531982421875,1.0
1,delight,congruent,4.84375,0.8828125,5,0.000591278076171875,0.000804901123046875,0.0086669921875,0.10546875,0.8828125,1.0
1,disappointment,congruent,4.78125,0.80078125,5,0.000606536865234375,0.00154876708984375,0.018798828125,0.1787109375,0.80078125,1.0
1,delight,incongruent,1.65625,0.51953125,1,0.51953125,0.357421875,0.080078125,0.020263671875,0.020263671875,0.99609375
1,disappointment,incongruent,1.8515625,0.40625,1,0.40625,0.40625,0.1318359375,0.033447265625,0.020263671875,1.0
2,overcoat,congruent,4.78125,0.8203125,5,0.000904083251953125,0.00148773193359375,0.0150146484375,0.162109375,0.8203125,1.0
2,sandals,congruent,3.734375,0.314453125,4,0.054443359375,0.10205078125,0.2158203125,0.314453125,0.314453125,1.0
2,overcoat,incongruent,1.1328125,0.8828125,1,0.8828125,0.10546875,0.0086669921875,0.00103759765625,0.00170135498046875,1.0
2,sandals,incongruent,1.1875,0.8515625,1,0.8515625,0.115234375,0.022705078125,0.0034942626953125,0.00506591796875,1.0
3,exam,congruent,4.59375,0.6796875,5,0.00518798828125,0.01416015625,0.04931640625,0.25,0.6796875,1.0
3,marathon,congruent,4.53125,0.625,5,0.005401611328125,0.0166015625,0.05810546875,0.294921875,0.625,1.0
3,exam,incongruent,1.5,0.67578125,1,0.67578125,0.2197265625,0.0556640625,0.01806640625,0.02978515625,1.0
3,marathon,incongruent,2.078125,0.42578125,1,0.42578125,0.29296875,0.138671875,0.0576171875,0.083984375,1.0
4,menu,congruent,3.421875,0.279296875,4,0.09033203125,0.1689453125,0.216796875,0.279296875,0.24609375,1.0
4,prescription,congruent,4.46875,0.57421875,5,0.007232666015625,0.017333984375,0.053466796875,0.34765625,0.57421875,1.0
4,menu,incongruent,1.484375,0.65625,1,0.65625,0.2421875,0.0693359375,0.01544189453125,0.01544189453125,1.0
4,prescription,incongruent,1.390625,0.69140625,1,0.69140625,0.25390625,0.0390625,0.00677490234375,0.00872802734375,1.0
5,distress,congruent,4.90625,0.91015625,5,0.0005035400390625,0.000606536865234375,0.006134033203125,0.08447265625,0.91015625,1.0
5,tranquility,congruent,4.90625,0.91796875,5,0.000225067138671875,0.0003719329833984375,0.005462646484375,0.0751953125,0.91796875,1.0
5,distress,incongruent,1.1953125,0.8671875,1,0.8671875,0.091796875,0.023193359375,0.005157470703125,0.01092529296875,1.0
5,tranquility,incongruent,2.421875,0.33203125,2,0.29296875,0.33203125,0.1572265625,0.09521484375,0.1220703125,1.0
6,patients,congruent,4.84375,0.84375,5,0.00046539306640625,0.000926971435546875,0.00933837890625,0.146484375,0.84375,1.0
