layer_index,item_index,image_word,condition,pass,probability_congruent
0,0,library,congruent,✅,0.7068540103048756
0,0,refrigerator,congruent,✅,0.7626473634664032
0,0,library,incongruent,❌,0.7822301431862428
0,0,refrigerator,incongruent,❌,0.6564015087011262
0,1,disappointment,congruent,✅,0.5222490711449125
0,1,delight,congruent,✅,0.6287985356515533
0,1,disappointment,incongruent,❌,0.5802585545152861
0,1,delight,incongruent,❌,0.533130003153295
0,10,cash,congruent,❌,0.3201389211121216
0,10,groceries,congruent,❌,0.32142656179319523
0,10,cash,incongruent,✅,0.29730601784958816
0,10,groceries,incongruent,✅,0.27801319840634336
0,11,lonely,congruent,❌,0.4768093709069917
0,11,confident,congruent,✅,0.7388774311235222
0,11,lonely,incongruent,❌,0.6682005951039155
0,11,confident,incongruent,✅,0.4578074753400215
0,12,joy,congruent,✅,0.541440393361308
0,12,outrage,congruent,✅,0.7218355671586126
0,12,joy,incongruent,❌,0.694310541271006
0,12,outrage,incongruent,❌,0.5040153307988523
0,13,traffic,congruent,✅,0.8081456769274487
0,13,snowstorm,congruent,✅,0.5918228451488792
0,13,traffic,incongruent,❌,0.5608225149514944
0,13,snowstorm,incongruent,❌,0.8044430976335961
0,14,laughter,congruent,❌,0.4900027488638919
0,14,frustration,congruent,✅,0.7032278172053857
0,14,laughter,incongruent,❌,0.6364746156398092
0,14,frustration,incongruent,❌,0.5438249788281219
0,15,calculator,congruent,❌,0.19403658226767923
0,15,instrument,congruent,✅,0.7400926303864108
0,15,calculator,incongruent,❌,0.7577998816412335
0,15,instrument,incongruent,✅,0.23116283462663945
0,16,orchestra,congruent,✅,0.7849017558147432
0,16,racers,congruent,✅,0.73261351382456
0,16,orchestra,incongruent,❌,0.6695601809105094
0,16,racers,incongruent,❌,0.7167396626919005
0,17,retirement,congruent,❌,0.22898674358274182
0,17,playdate,congruent,❌,0.06429605873143755
0,17,retirement,incongruent,✅,0.06676663201205861
0,17,playdate,incongruent,✅,0.26129760246566386
0,18,relieved,congruent,❌,0.3648544151501676
0,18,depressed,congruent,❌,0.27850548342224946
0,18,relieved,incongruent,✅,0.2741976117792887
0,18,depressed,incongruent,✅,0.36274234704735697
0,19,friends,congruent,❌,0.34776526907448657
0,19,weight,congruent,✅,0.6201276169420197
0,19,friends,incongruent,❌,0.7110029624747557
0,19,weight,incongruent,✅,0.3349562789249839
0,2,overcoat,congruent,✅,0.5749889912123946
0,2,sandals,congruent,✅,0.9304615237974856
0,2,overcoat,incongruent,❌,0.897193394258168
0,2,sandals,incongruent,❌,0.5817620516758183
0,20,lipstick,congruent,✅,0.7869144813456938
0,20,song,congruent,✅,0.654136927586517
0,20,lipstick,incongruent,❌,0.5849133722577718
0,20,song,incongruent,❌,0.7780972182059193
0,21,fought,congruent,❌,0.3251686237810953
0,21,sang,congruent,❌,0.1721092449583116
0,21,fought,incongruent,✅,0.15317642450491178
0,21,sang,incongruent,✅,0.2838117390772269
0,22,skeptical,congruent,✅,0.6892368758053414
0,22,reassured,congruent,❌,0.489217236843225
0,22,skeptical,incongruent,✅,0.47086592924770115
0,22,reassured,incongruent,❌,0.6840248351687948
0,23,graduation,congruent,✅,0.6570232330121303
0,23,operation,congruent,❌,0.49978878061332294
0,23,graduation,incongruent,✅,0.4647919149442686
0,23,operation,incongruent,❌,0.6898276150315977
0,24,bride,congruent,✅,0.6601999385424026
0,24,aftermath,congruent,✅,0.6241710016033619
0,24,bride,incongruent,❌,0.6178487898872406
0,24,aftermath,incongruent,❌,0.6095218305423986
0,25,teacher,congruent,❌,0.3302748650406091
0,25,daughter,congruent,❌,0.3627386670965482
0,25,teacher,incongruent,✅,0.3667199177684046
0,25,daughter,incongruent,✅,0.33996502408321927
0,26,roommate,congruent,✅,0.9113956707544946
0,26,grandma,congruent,✅,0.8682655859291384
0,26,roommate,incongruent,❌,0.8668751379884042
0,26,grandma,incongruent,❌,0.9255333396113953
0,27,brother,congruent,✅,0.7328521350137516
0,27,mother,congruent,❌,0.3270507734700569
0,27,brother,incongruent,✅,0.33797883993566
0,27,mother,incongruent,❌,0.7062689256835664
0,28,preschool,congruent,✅,0.6559631872906047
0,28,prison,congruent,✅,0.5829280809572028
0,28,preschool,incongruent,❌,0.5793107213121471
0,28,prison,incongruent,❌,0.5798855011041782
0,29,hopeful,congruent,✅,0.7803382911683362
0,29,hopeless,congruent,✅,0.603811677758592
0,29,hopeful,incongruent,❌,0.6907065556880435
0,29,hopeless,incongruent,❌,0.7164889226813883
0,3,marathon,congruent,✅,0.5920150785146421
0,3,exam,congruent,❌,0.33987552129878934
0,3,marathon,incongruent,✅,0.32239717646637284
0,3,exam,incongruent,❌,0.6107862412315693
0,30,appalled,congruent,❌,0.1450611261216026
0,30,overjoyed,congruent,✅,0.5650437038012882
0,30,appalled,incongruent,❌,0.5889367998244771
0,30,overjoyed,incongruent,✅,0.13699809743270705
0,31,reprimand,congruent,✅,0.5402900488498826
0,31,encouragement,congruent,❌,0.4504895922528064
0,31,reprimand,incongruent,✅,0.4275503902439895
0,31,encouragement,incongruent,❌,0.6219898200504875
0,32,angrily,congruent,❌,0.16258633981135334
0,32,cordially,congruent,❌,0.2848216969735374
0,32,angrily,incongruent,✅,0.2661655181926773
0,32,cordially,incongruent,✅,0.16135684112395307
0,33,accusatory,congruent,❌,0.4594373668817591
0,33,flirtatious,congruent,✅,0.5655278300702752
0,33,accusatory,incongruent,❌,0.5368817950837919
0,33,flirtatious,incongruent,❌,0.5225734227474916
0,34,disapprovingly,congruent,✅,0.5579295044201028
0,34,lovingly,congruent,❌,0.40860296899871806
0,34,disapprovingly,incongruent,✅,0.340254144673154
0,34,lovingly,incongruent,❌,0.6357343789399947
0,35,playful,congruent,❌,0.482299801756431
0,35,distant,congruent,✅,0.5540746604629281
0,35,playful,incongruent,❌,0.5645811712400766
0,35,distant,incongruent,✅,0.4985156456795173
0,36,headphones,congruent,✅,0.6711609600617626
0,36,mangoes,congruent,✅,0.7938413629930354
0,36,headphones,incongruent,❌,0.7265246208015836
0,36,mangoes,incongruent,❌,0.5723331403387033
0,37,playroom,congruent,❌,0.4592712116148844
0,37,park,congruent,✅,0.7205907251339302
0,37,playroom,incongruent,❌,0.6651460781188223
0,37,park,incongruent,✅,0.4796727799526763
0,38,bedroom,congruent,❌,0.4445173462733111
0,38,backyard,congruent,✅,0.5163335540757565
0,38,bedroom,incongruent,❌,0.5516223866433895
0,38,backyard,incongruent,✅,0.4061663126742601
0,39,solemnly,congruent,❌,0.49729676491375974
0,39,excitedly,congruent,❌,0.3272465250260762
0,39,solemnly,incongruent,✅,0.433556673558567
0,39,excitedly,incongruent,✅,0.38766968045481087
0,4,menu,congruent,✅,0.5332001715617448
0,4,prescription,congruent,❌,0.4205269210528014
0,4,menu,incongruent,✅,0.41538673101930496
0,4,prescription,incongruent,✅,0.486938086772533
0,40,car,congruent,✅,0.7419321006285363
0,40,sock,congruent,❌,0.3593868997202142
0,40,car,incongruent,✅,0.34954792003348156
0,40,sock,incongruent,❌,0.7334070907790189
0,41,overdressed,congruent,✅,0.9141525367952746
0,41,naked,congruent,✅,0.5837440341593846
0,41,overdressed,incongruent,❌,0.538386890994105
0,41,naked,incongruent,❌,0.923747122397457
0,42,shy,congruent,✅,0.6419010390174189
0,42,lively,congruent,✅,0.7285116091979965
0,42,shy,incongruent,❌,0.6864331989791514
0,42,lively,incongruent,❌,0.6192098159669701
0,43,offended,congruent,❌,0.22433438115737478
0,43,flattered,congruent,❌,0.43933643678348194
0,43,offended,incongruent,✅,0.45927667062398336
0,43,flattered,incongruent,✅,0.2368108187543856
0,44,grandkid,congruent,❌,0.30859696947087295
0,44,cellmate,congruent,✅,0.530460667433697
0,44,grandkid,incongruent,✅,0.4984107825469076
0,44,cellmate,incongruent,✅,0.31102601817726194
0,45,promoted,congruent,❌,0.22213858995902042
0,45,fired,congruent,✅,0.5200938956570752
0,45,promoted,incongruent,❌,0.5236534705780954
0,45,fired,incongruent,✅,0.22480132927598126
0,46,shooting,congruent,✅,0.6805100247260162
0,46,celebration,congruent,✅,0.8686581825316165
0,46,shooting,incongruent,❌,0.8828472878248045
0,46,celebration,incongruent,❌,0.6674383211047079
0,47,crayon,congruent,✅,0.6088806497589848
0,47,beer,congruent,❌,0.447706199853982
0,47,crayon,incongruent,✅,0.30458516704427446
0,47,beer,incongruent,❌,0.548621959137942
0,48,waiter,congruent,❌,0.21638287299826586
0,48,taxi,congruent,❌,0.4744048747320786
0,48,waiter,incongruent,✅,0.44724570836145017
0,48,taxi,incongruent,✅,0.2063777171654242
0,49,parents,congruent,✅,0.505652609697603
0,49,keys,congruent,✅,0.5771216116888623
0,49,parents,incongruent,❌,0.5646194411594544
0,49,keys,incongruent,❌,0.5180524765024895
0,5,distress,congruent,❌,0.3448443613033994
0,5,tranquility,congruent,✅,0.7628446024945971
0,5,distress,incongruent,❌,0.7522608522892869
0,5,tranquility,incongruent,✅,0.3205051526602534
0,50,sofa,congruent,✅,0.5784985169114242
0,50,sky,congruent,✅,0.5448074734033618
0,50,sofa,incongruent,✅,0.4842135058915121
0,50,sky,incongruent,❌,0.5990266860190594
0,51,obesity,congruent,❌,0.1465369667021378
0,51,homework,congruent,❌,0.38748382213050964
0,51,obesity,incongruent,✅,0.35865148167547034
0,51,homework,incongruent,✅,0.13765200319100468
0,52,quiz,congruent,❌,0.4609096981341264
0,52,commute,congruent,✅,0.57175466045577
0,52,quiz,incongruent,❌,0.5474603365204883
0,52,commute,incongruent,❌,0.5051480354007534
0,53,migraine,congruent,❌,0.23250057714294065
0,53,excitement,congruent,✅,0.6204407809378018
0,53,migraine,incongruent,❌,0.5896162677584318
0,53,excitement,incongruent,✅,0.20303654795288387
0,54,niece,congruent,✅,0.5560198640373846
0,54,husband,congruent,❌,0.3876499603101601
0,54,niece,incongruent,✅,0.45715162032748446
0,54,husband,incongruent,✅,0.4886581486468838
0,55,film,congruent,✅,0.5483788988361042
0,55,sunrise,congruent,✅,0.6028914542999604
0,55,film,incongruent,❌,0.5204404859303712
0,55,sunrise,incongruent,❌,0.5693495114139432
0,56,lecture,congruent,❌,0.48847523760321293
0,56,banquet,congruent,❌,0.44064402221212773
0,56,lecture,incongruent,✅,0.4413560320385998
0,56,banquet,incongruent,✅,0.4833825588900851
0,57,drink,congruent,✅,0.7017495583602749
0,57,textbook,congruent,❌,0.47232580145711994
0,57,drink,incongruent,✅,0.4667621169987078
0,57,textbook,incongruent,❌,0.7087736730718542
0,58,pool,congruent,✅,0.5457879394658841
0,58,snow,congruent,✅,0.5291988435611511
0,58,pool,incongruent,❌,0.5404685889327142
0,58,snow,incongruent,❌,0.5351535159382396
0,59,passport,congruent,❌,0.4041226810097127
0,59,plushy,congruent,✅,0.6835271568798622
0,59,passport,incongruent,❌,0.65572251066922
0,59,plushy,incongruent,✅,0.4123086140180206
0,6,patients,congruent,❌,0.36748535655767967
0,6,students,congruent,✅,0.5242309330282069
0,6,patients,incongruent,❌,0.587050878981318
0,6,students,incongruent,✅,0.31897220723177305
0,60,sister,congruent,❌,0.4379019544061416
0,60,father,congruent,✅,0.564768630254585
0,60,sister,incongruent,❌,0.5895791174970293
0,60,father,incongruent,✅,0.3655422223861129
0,61,game,congruent,❌,0.17634700221001043
0,61,sunset,congruent,✅,0.653347244996726
0,61,game,incongruent,❌,0.5260323897431248
0,61,sunset,incongruent,✅,0.16366560962036958
0,62,holidays,congruent,❌,0.431198319567178
0,62,funeral,congruent,✅,0.5177217331303625
0,62,holidays,incongruent,✅,0.373752887392293
0,62,funeral,incongruent,✅,0.4848126538526129
0,63,grades,congruent,❌,0.364769288788886
0,63,affair,congruent,✅,0.6417797751228538
0,63,grades,incongruent,❌,0.7177530715355257
0,63,affair,incongruent,✅,0.35072167207769905
0,64,arrest,congruent,❌,0.4793271474555547
0,64,stroke,congruent,✅,0.6125389915203681
0,64,arrest,incongruent,❌,0.6321574027392997
0,64,stroke,incongruent,✅,0.4566539029677149
0,65,pacifier,congruent,❌,0.4540633867152675
0,65,coffee,congruent,❌,0.3466528699691015
0,65,pacifier,incongruent,✅,0.35698455411031504
0,65,coffee,incongruent,✅,0.45899447935689097
0,66,sweets,congruent,❌,0.42983337701598107
0,66,sentencing,congruent,❌,0.2664645424068323
0,66,sweets,incongruent,✅,0.2556458808500306
0,66,sentencing,incongruent,✅,0.3242218845995962
0,67,nap,congruent,✅,0.8121999398890946
0,67,selfie,congruent,✅,0.7640059423613419
0,67,nap,incongruent,❌,0.7560944334394398
0,67,selfie,incongruent,❌,0.810775548312189
0,68,diaper,congruent,✅,0.5778654511970788
0,68,tire,congruent,✅,0.5411648224397895
0,68,diaper,incongruent,✅,0.4512539009947034
0,68,tire,incongruent,❌,0.535135291415423
0,69,chemotherapy,congruent,❌,0.15218751194548716
0,69,golf,congruent,❌,0.43224895811905584
0,69,chemotherapy,incongruent,✅,0.33513380668385107
0,69,golf,incongruent,✅,0.1804312339103681
0,7,consensus,congruent,❌,0.3408619864024647
0,7,deadlock,congruent,❌,0.2578012596005126
0,7,consensus,incongruent,✅,0.22279357321861942
0,7,deadlock,incongruent,✅,0.3470924213535267
0,70,thunder,congruent,✅,0.6142807151957602
0,70,lullaby,congruent,❌,0.3137913653934914
0,70,thunder,incongruent,✅,0.3346137090491
0,70,lullaby,incongruent,❌,0.5907886561436771
0,71,pajamas,congruent,✅,0.8152257610843567
0,71,uniform,congruent,✅,0.5552687959845581
0,71,pajamas,incongruent,❌,0.6186437050563184
0,71,uniform,incongruent,❌,0.7795772608146426
0,72,gown,congruent,✅,0.7420303274842831
0,72,sweats,congruent,❌,0.36234567860199385
0,72,gown,incongruent,✅,0.3215750810636525
0,72,sweats,incongruent,❌,0.6866716225914093
0,73,deadline,congruent,❌,0.41522123331208194
0,73,bed,congruent,✅,0.6648031806550428
0,73,deadline,incongruent,❌,0.6786062272770027
0,73,bed,incongruent,✅,0.4258069695320529
0,74,kindergarten,congruent,✅,0.7006848238966329
0,74,jail,congruent,❌,0.4319225321889333
0,74,kindergarten,incongruent,✅,0.37887506092683043
0,74,jail,incongruent,❌,0.7270474670059304
0,75,interrogated,congruent,❌,0.2987098159284766
0,75,tickled,congruent,✅,0.5599181541919609
0,75,interrogated,incongruent,❌,0.564300509351516
0,75,tickled,incongruent,✅,0.3758230020811748
0,76,sandcastle,congruent,✅,0.5154882618063125
0,76,snowman,congruent,❌,0.27807882982232596
0,76,sandcastle,incongruent,✅,0.2540974740310916
0,76,snowman,incongruent,✅,0.4745824571878555
0,77,music,congruent,❌,0.31115276203311487
0,77,pizza,congruent,✅,0.5664911030703466
0,77,music,incongruent,✅,0.4548325433881291
0,77,pizza,incongruent,✅,0.31470233722732227
0,78,playoffs,congruent,❌,0.24860191218223884
0,78,cartoon,congruent,✅,0.5652593497874246
0,78,playoffs,incongruent,❌,0.5536834560389213
0,78,cartoon,incongruent,✅,0.22474949949329123
0,79,alcoholism,congruent,✅,0.7209368558553862
0,79,academics,congruent,✅,0.5799520068834659
0,79,alcoholism,incongruent,❌,0.5528072174397843
0,79,academics,incongruent,❌,0.7456317425041945
0,8,engagement,congruent,✅,0.6730843202307065
0,8,cancer,congruent,✅,0.5766026977707603
0,8,engagement,incongruent,❌,0.5862176261215537
0,8,cancer,incongruent,❌,0.6999713246949464
0,9,terminal,congruent,❌,0.34308511122700025
0,9,classroom,congruent,✅,0.5389929093407763
0,9,terminal,incongruent,❌,0.5621460559126996
0,9,classroom,incongruent,✅,0.3190329282517784
1,0,library,congruent,✅,0.5530509776495689
1,0,refrigerator,congruent,✅,0.7889154947197264
1,0,library,incongruent,❌,0.7765624360506619
1,0,refrigerator,incongruent,❌,0.5127684920393171
1,1,disappointment,congruent,❌,0.4403056340771944
1,1,delight,congruent,✅,0.6683741463055618
1,1,disappointment,incongruent,❌,0.6526715672784935
1,1,delight,incongruent,✅,0.41939634807131404
1,10,cash,congruent,❌,0.35286312117688645
1,10,groceries,congruent,✅,0.5282841479149165
1,10,cash,incongruent,❌,0.528805254540202
1,10,groceries,incongruent,✅,0.317329445065135
1,11,lonely,congruent,✅,0.553206193684018
1,11,confident,congruent,✅,0.754045969079794
1,11,lonely,incongruent,❌,0.7094598725408059
1,11,confident,incongruent,❌,0.5029240145929315
1,12,joy,congruent,✅,0.6038641044414091
1,12,outrage,congruent,✅,0.5946122266869234
1,12,joy,incongruent,❌,0.5670489705694041
1,12,outrage,incongruent,❌,0.5754765280696473
1,13,traffic,congruent,✅,0.7059775518385217
1,13,snowstorm,congruent,✅,0.6135825513702616
1,13,traffic,incongruent,❌,0.5692877970037181
1,13,snowstorm,incongruent,❌,0.70555968238609
1,14,laughter,congruent,❌,0.3787053630508952
1,14,frustration,congruent,✅,0.837453389629491
1,14,laughter,incongruent,❌,0.841231931550569
1,14,frustration,incongruent,✅,0.37769784790441036
1,15,calculator,congruent,❌,0.19616526815086746
1,15,instrument,congruent,✅,0.5771619053550732
1,15,calculator,incongruent,❌,0.611486415670362
1,15,instrument,incongruent,✅,0.20487789671046114
1,16,orchestra,congruent,✅,0.7741804541604117
1,16,racers,congruent,✅,0.5752066412043163
1,16,orchestra,incongruent,❌,0.516558652757409
1,16,racers,incongruent,❌,0.7315534229459222
1,17,retirement,congruent,❌,0.245355138993756
1,17,playdate,congruent,❌,0.14995948868270434
1,17,retirement,incongruent,✅,0.1458515207354362
1,17,playdate,incongruent,✅,0.24995508892737964
1,18,relieved,congruent,❌,0.25486163271993495
1,18,depressed,congruent,❌,0.18469038565186774
1,18,relieved,incongruent,✅,0.1924723550775931
1,18,depressed,incongruent,✅,0.25951966387831
1,19,friends,congruent,❌,0.3749703104686975
1,19,weight,congruent,❌,0.4637094021263371
1,19,friends,incongruent,❌,0.5227741039101128
1,19,weight,incongruent,✅,0.365169753485386
1,2,overcoat,congruent,✅,0.546203612920528
1,2,sandals,congruent,✅,0.9216949863354056
1,2,overcoat,incongruent,❌,0.8802933504672938
1,2,sandals,incongruent,❌,0.5678684595090969
