item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass,used_box_position
0,library,congruent,3.681520462036133,0.6465966701507568,4,0.0023319916799664497,0.01723121665418148,0.30543065071105957,0.6465966701507568,0.028409473598003387,0.9999868273735046,True
0,refrigerator,congruent,4.004080295562744,0.9032249450683594,4,0.000208247423870489,0.0006414472591131926,0.044968921691179276,0.9032249450683594,0.050956469029188156,0.9999953508377075,True
0,library,incongruent,1.0009489059448242,0.999072790145874,1,0.999072790145874,0.0009110365062952042,1.1468257071101107e-05,3.72319777852681e-06,9.413718657924619e-07,1.0000001192092896,True
0,refrigerator,incongruent,1.0779763460159302,0.9232898354530334,1,0.9232898354530334,0.07578824460506439,0.000655696785543114,0.0001878602779470384,7.831180846551433e-05,0.9999995231628418,True
1,delight,congruent,4.372645378112793,0.6203391551971436,4,5.261606929707341e-05,9.829975897446275e-05,0.003255241084843874,0.6203391551971436,0.37625470757484436,0.9999974966049194,True
1,disappointment,congruent,3.7877109050750732,0.7229374647140503,4,0.0008464727434329689,0.005519695580005646,0.2347034364938736,0.7229374647140503,0.03599293529987335,0.9999862313270569,True
1,delight,incongruent,1.190812349319458,0.8142128586769104,1,0.8142128586769104,0.18167544901371002,0.0033275019377470016,0.0006552239647135139,0.00012902123853564262,0.9999985694885254,True
1,disappointment,incongruent,1.619323492050171,0.5823091864585876,2,0.4002148509025574,0.5823091864585876,0.015518013387918472,0.0018533625407144427,0.0001045595490722917,0.9999974370002747,True
2,overcoat,congruent,3.997241973876953,0.8975040912628174,4,0.00030107906786724925,0.0009273888426832855,0.05063371732831001,0.8975040912628174,0.05063371732831001,0.9999939203262329,True
2,sandals,congruent,3.7517101764678955,0.6582441329956055,4,0.0012707101413980126,0.01205616258084774,0.27439698576927185,0.6582441329956055,0.054031968116760254,0.9999861717224121,True
2,overcoat,incongruent,1.043312430381775,0.9574419856071472,1,0.9574419856071472,0.042067065834999084,0.0002834456681739539,0.00015171752602327615,5.581375808105804e-05,0.9999989867210388,True
2,sandals,incongruent,1.0979732275009155,0.9036573767662048,1,0.9036573767662048,0.09524478018283844,0.0007272029179148376,0.00020834711904171854,0.00016226089792326093,0.9999988675117493,True
3,exam,congruent,4.004019260406494,0.9137673377990723,4,0.00014479678065981716,0.0004460055206436664,0.040148135274648666,0.9137673377990723,0.04549379646778107,0.9999968409538269,True
3,marathon,congruent,4.093893527984619,0.883200466632843,4,7.491149881388992e-05,0.00012350820179563016,0.011117853224277496,0.883200466632843,0.10548325628042221,0.9999976754188538,True
3,exam,incongruent,2.484731912612915,0.530768871307373,2,0.07183175534009933,0.530768871307373,0.25071749091148376,0.13419939577579498,0.01248248852789402,0.9999913573265076,True
3,marathon,incongruent,1.6737184524536133,0.5990325212478638,1,0.5990325212478638,0.17162570357322693,0.1944773942232132,0.026319654658436775,0.00854474026709795,0.9999934434890747,True
4,menu,congruent,3.3236422538757324,0.4533056616783142,3,0.006466057617217302,0.1146136224269867,0.4533056616783142,0.4000408351421356,0.02557375654578209,0.9999753832817078,True
4,prescription,congruent,3.8338170051574707,0.7346183061599731,4,0.0020633917301893234,0.017276566475629807,0.18574059009552002,0.7346183061599731,0.06030114367604256,0.999980092048645,True
4,menu,incongruent,1.5543386936187744,0.48376214504241943,1,0.48376214504241943,0.48376214504241943,0.02729199454188347,0.004742637742310762,0.000441133975982666,0.9999957084655762,True
4,prescription,incongruent,2.146277904510498,0.7762946486473083,2,0.05623459815979004,0.7762946486473083,0.13489976525306702,0.030100209638476372,0.0024707757402211428,0.9999916553497314,True
5,distress,congruent,4.6214399337768555,0.6221083998680115,5,4.1094306652667e-05,2.1996198483975604e-05,0.0005006311694160104,0.3773278295993805,0.6221083998680115,0.9999990463256836,True
5,tranquility,congruent,4.498820781707764,0.4996153712272644,4,7.363929853454465e-06,1.071445603884058e-05,0.0007511412841267884,0.4996153712272644,0.4996153712272644,0.9999991655349731,True
5,distress,incongruent,1.008098840713501,0.9922154545783997,1,0.9922154545783997,0.007575657684355974,0.00013875303557142615,3.5082259273622185e-05,3.5082259273622185e-05,0.9999998211860657,True
5,tranquility,incongruent,3.2807817459106445,0.5143235325813293,3,0.00831326562911272,0.10127630829811096,0.5143235325813293,0.35348907113075256,0.022597800940275192,0.9999837279319763,True
6,patients,congruent,3.558777332305908,0.5917955040931702,4,0.004518414381891489,0.09075478464365005,0.2795444130897522,0.5917955040931702,0.03338681906461716,0.9999735355377197,True
6,students,congruent,3.7608437538146973,0.6539269685745239,4,0.002081306418403983,0.010569744743406773,0.2725973129272461,0.6539269685745239,0.0608246810734272,0.9999775886535645,True
6,patients,incongruent,1.8663687705993652,0.7879767417907715,2,0.17582137882709503,0.7879767417907715,0.030553173273801804,0.005309345666319132,0.0003394150990061462,0.9999967813491821,True
6,students,incongruent,1.1582460403442383,0.8566239476203918,1,0.8566239476203918,0.1313675343990326,0.009516232647001743,0.002123358426615596,0.000368984357919544,0.9999978542327881,True
7,consensus,congruent,3.8781261444091797,0.8295115232467651,4,0.00019125206745229661,0.0011005796259269118,0.14414748549461365,0.8295115232467651,0.025049079209566116,0.9999930262565613,True
7,deadlock,congruent,3.7814784049987793,0.7460651993751526,4,0.0009898646967485547,0.013664660975337029,0.21375127136707306,0.7460651993751526,0.02552894689142704,0.9999882578849792,True
7,consensus,incongruent,2.4099860191345215,0.5899444818496704,2,0.01781478151679039,0.5899444818496704,0.35781943798065186,0.03328239545226097,0.0011388608254492283,0.9999921917915344,True
7,deadlock,incongruent,2.0424225330352783,0.8773711919784546,2,0.043681737035512924,0.8773711919784546,0.07201901078224182,0.006698810961097479,0.00022922070638742298,0.9999956488609314,True
8,cancer,congruent,3.710824489593506,0.650480329990387,4,0.0026583645958453417,0.028580112382769585,0.2711605429649353,0.650480329990387,0.04712063819169998,0.9999817609786987,True
8,engagement,congruent,4.134438514709473,0.814437210559845,4,0.0001462405052734539,0.0004504524986259639,0.02459387294948101,0.814437210559845,0.16037218272686005,0.9999948143959045,True
8,cancer,incongruent,2.754298686981201,0.4595518410205841,3,0.025926142930984497,0.35789933800697327,0.4595518410205841,0.1491946429014206,0.0074279638938605785,0.9999816417694092,True
8,engagement,incongruent,3.4773645401000977,0.452283650636673,3,0.005693410988897085,0.04767034575343132,0.452283650636673,0.452283650636673,0.042068932205438614,0.9999804496765137,True
9,classroom,congruent,4.05286979675293,0.933786153793335,4,7.92020873632282e-05,0.0001479689817642793,0.006291801575571299,0.933786153793335,0.05969494953751564,0.9999973177909851,True
9,terminal,congruent,4.058650493621826,0.9100152850151062,4,0.0001851593260653317,0.0003919822920579463,0.01470902655273676,0.9100152850151062,0.07469860464334488,0.9999954700469971,True
9,classroom,incongruent,3.6959950923919678,0.6917255520820618,4,0.0032033249735832214,0.05010843276977539,0.2245703935623169,0.6917255520820618,0.030392298474907875,0.9999757409095764,True
9,terminal,incongruent,2.5037648677825928,0.5400776267051697,2,0.04433227330446243,0.5400776267051697,0.28908273577690125,0.12050761282444,0.005999721121042967,0.9999807476997375,True
10,cash,congruent,4.292980194091797,0.7051597833633423,4,2.8252432457520626e-05,3.201420258847065e-05,0.0008256571600213647,0.7051597833633423,0.2939543128013611,0.9999989867210388,True
