layer_index,item_index,image_word,condition,pass,probability_congruent
0,0,library,congruent,✅,0.6480843564631823
0,0,refrigerator,congruent,✅,0.8887640700606119
0,0,library,incongruent,✅,0.48956057303373474
0,0,refrigerator,incongruent,✅,0.0040997611554160086
0,1,disappointment,congruent,✅,0.6333740571343458
0,1,delight,congruent,❌,0.48633076577842416
0,1,disappointment,incongruent,✅,0.3283601878345911
0,1,delight,incongruent,❌,0.6872770939213626
0,10,cash,congruent,✅,0.7644983378625422
0,10,groceries,congruent,✅,0.5552369600061334
0,10,cash,incongruent,✅,0.23148339210823526
0,10,groceries,incongruent,✅,0.35368089113978407
0,11,lonely,congruent,✅,0.9501485608913779
0,11,confident,congruent,✅,0.7676740868511887
0,11,lonely,incongruent,❌,0.5905125969568537
0,11,confident,incongruent,❌,0.6552311803980195
0,12,joy,congruent,✅,0.7797328231735502
0,12,outrage,congruent,❌,0.4826503092913702
0,12,joy,incongruent,❌,0.7266033071683892
0,12,outrage,incongruent,❌,0.5170524347889777
0,13,traffic,congruent,✅,0.9532593892139583
0,13,snowstorm,congruent,❌,0.38577912247970403
0,13,traffic,incongruent,✅,0.2867199919000713
0,13,snowstorm,incongruent,❌,0.817243841129623
0,14,laughter,congruent,❌,0.44624204880138624
0,14,frustration,congruent,✅,0.5867348592964667
0,14,laughter,incongruent,❌,0.550063697060943
0,14,frustration,incongruent,✅,0.18518408762287386
0,15,calculator,congruent,❌,0.33121905848272554
0,15,instrument,congruent,✅,0.6974295941192379
0,15,calculator,incongruent,✅,0.2848803171136709
0,15,instrument,incongruent,✅,0.019338303650255167
0,16,orchestra,congruent,✅,0.880866555282129
0,16,racers,congruent,❌,0.3210752411379596
0,16,orchestra,incongruent,✅,0.08269668132554868
0,16,racers,incongruent,✅,0.19871951445775532
0,17,retirement,congruent,✅,0.6907355207887771
0,17,playdate,congruent,❌,0.3018501362146112
0,17,retirement,incongruent,✅,0.3375357700545831
0,17,playdate,incongruent,✅,0.1797613585697613
0,18,relieved,congruent,❌,0.39416060066121117
0,18,depressed,congruent,❌,0.16703693144020115
0,18,relieved,incongruent,✅,0.2308013074620443
0,18,depressed,incongruent,✅,0.43360154360900705
0,19,friends,congruent,❌,0.40019629225044284
0,19,weight,congruent,✅,0.9098373663232501
0,19,friends,incongruent,❌,0.7094536469416454
0,19,weight,incongruent,✅,0.32714494977616626
