item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
0,library,congruent,2.40625,0.3515625,2,0.2138671875,0.3515625,0.2734375,0.1298828125,0.03076171875,0.98828125
0,refrigerator,congruent,2.6875,0.33203125,2,0.138671875,0.33203125,0.29296875,0.177734375,0.057861328125,0.9921875
0,library,incongruent,1.7578125,0.5390625,1,0.5390625,0.255859375,0.13671875,0.05029296875,0.0184326171875,0.90625
0,refrigerator,incongruent,1.75,0.51171875,1,0.51171875,0.30859375,0.12109375,0.04443359375,0.015380859375,0.87109375
1,delight,congruent,3.71875,0.40625,4,0.017822265625,0.080078125,0.279296875,0.40625,0.2177734375,0.99609375
1,disappointment,congruent,2.703125,0.34765625,2,0.11279296875,0.34765625,0.306640625,0.185546875,0.047119140625,1.0
1,delight,incongruent,2.484375,0.33984375,2,0.2060546875,0.33984375,0.265625,0.1416015625,0.046142578125,0.99609375
1,disappointment,incongruent,2.6875,0.28515625,2,0.1962890625,0.28515625,0.251953125,0.1728515625,0.0927734375,0.99609375
2,overcoat,congruent,3.171875,0.298828125,3,0.09716796875,0.181640625,0.298828125,0.298828125,0.12451171875,0.98828125
2,sandals,congruent,2.546875,0.251953125,1,0.251953125,0.251953125,0.251953125,0.173828125,0.06787109375,0.98828125
2,overcoat,incongruent,1.5,0.66796875,1,0.66796875,0.216796875,0.06640625,0.033203125,0.013916015625,0.734375
2,sandals,incongruent,1.7421875,0.5234375,1,0.5234375,0.28125,0.1328125,0.048828125,0.0123291015625,0.94140625
3,exam,congruent,2.78125,0.32421875,3,0.134765625,0.28515625,0.32421875,0.173828125,0.08203125,0.99609375
3,marathon,congruent,2.328125,0.375,2,0.2275390625,0.375,0.2578125,0.107421875,0.0308837890625,0.99609375
3,exam,incongruent,1.5234375,0.65625,1,0.65625,0.212890625,0.0888671875,0.02880859375,0.0128173828125,0.91796875
3,marathon,incongruent,1.921875,0.421875,1,0.421875,0.328125,0.17578125,0.05712890625,0.0174560546875,0.98046875
4,menu,congruent,2.859375,0.296875,3,0.158203125,0.23046875,0.296875,0.23046875,0.0849609375,0.98828125
4,prescription,congruent,2.921875,0.298828125,3,0.140625,0.232421875,0.298828125,0.232421875,0.0966796875,0.99609375
4,menu,incongruent,2.640625,0.279296875,2,0.19140625,0.279296875,0.279296875,0.19140625,0.05859375,0.98828125
4,prescription,incongruent,2.625,0.28515625,2,0.1953125,0.28515625,0.28515625,0.1728515625,0.0634765625,0.99609375
5,distress,congruent,3.28125,0.283203125,3,0.091796875,0.171875,0.283203125,0.283203125,0.171875,0.98828125
5,tranquility,congruent,4.0,0.455078125,4,0.02001953125,0.045166015625,0.1669921875,0.455078125,0.3125,0.99609375
5,distress,incongruent,1.6015625,0.65625,1,0.65625,0.1884765625,0.07373046875,0.057373046875,0.02392578125,0.875
5,tranquility,incongruent,2.09375,0.390625,1,0.390625,0.3046875,0.1630859375,0.10546875,0.036376953125,0.984375
6,patients,congruent,3.421875,0.341796875,3,0.03173828125,0.142578125,0.341796875,0.341796875,0.142578125,1.0
6,students,congruent,2.640625,0.341796875,2,0.142578125,0.341796875,0.30078125,0.1611328125,0.052490234375,0.99609375
6,patients,incongruent,2.078125,0.373046875,2,0.328125,0.373046875,0.19921875,0.0830078125,0.015380859375,0.9921875
6,students,incongruent,1.8515625,0.416015625,1,0.416015625,0.3671875,0.1728515625,0.03857421875,0.005584716796875,0.8671875
7,consensus,congruent,3.703125,0.375,4,0.044677734375,0.0947265625,0.2275390625,0.375,0.2578125,0.99609375
7,deadlock,congruent,2.921875,0.369140625,3,0.06396484375,0.287109375,0.369140625,0.2236328125,0.056640625,0.99609375
7,consensus,incongruent,1.84375,0.462890625,1,0.462890625,0.318359375,0.150390625,0.0517578125,0.0179443359375,0.98046875
7,deadlock,incongruent,1.8515625,0.5,2,0.34375,0.5,0.11181640625,0.036376953125,0.00592041015625,0.99609375
8,cancer,congruent,2.109375,0.369140625,2,0.326171875,0.369140625,0.197265625,0.08251953125,0.025146484375,0.9921875
8,engagement,congruent,3.375,0.34765625,4,0.087890625,0.1279296875,0.271484375,0.34765625,0.1640625,0.9921875
8,cancer,incongruent,2.015625,0.40625,1,0.40625,0.31640625,0.1689453125,0.080078125,0.0294189453125,0.984375
8,engagement,incongruent,2.328125,0.3203125,2,0.283203125,0.3203125,0.220703125,0.1337890625,0.040771484375,0.9921875
9,classroom,congruent,3.40625,0.40625,3,0.0167236328125,0.1162109375,0.40625,0.357421875,0.1025390625,0.99609375
9,terminal,congruent,3.234375,0.37109375,3,0.044189453125,0.1748046875,0.37109375,0.328125,0.08251953125,0.99609375
9,classroom,incongruent,3.109375,0.474609375,3,0.025146484375,0.197265625,0.474609375,0.25390625,0.050048828125,0.99609375
9,terminal,incongruent,2.9375,0.357421875,3,0.0908203125,0.24609375,0.357421875,0.24609375,0.05859375,0.9921875
10,cash,congruent,3.265625,0.361328125,3,0.043212890625,0.1708984375,0.361328125,0.3203125,0.10400390625,0.99609375
10,groceries,congruent,2.9375,0.33203125,3,0.09521484375,0.259765625,0.33203125,0.228515625,0.083984375,0.99609375
10,cash,incongruent,2.734375,0.357421875,3,0.1025390625,0.31640625,0.357421875,0.19140625,0.033203125,0.99609375
10,groceries,incongruent,2.59375,0.384765625,2,0.12451171875,0.384765625,0.298828125,0.16015625,0.031494140625,0.99609375
11,confident,congruent,3.609375,0.431640625,4,0.0260009765625,0.0849609375,0.296875,0.431640625,0.1591796875,0.99609375
11,lonely,congruent,2.953125,0.341796875,3,0.0810546875,0.265625,0.341796875,0.234375,0.076171875,0.99609375
11,confident,incongruent,2.296875,0.3828125,2,0.232421875,0.3828125,0.263671875,0.0966796875,0.0245361328125,0.9921875
11,lonely,incongruent,2.34375,0.3828125,2,0.232421875,0.3828125,0.232421875,0.1240234375,0.029541015625,0.9921875
12,joy,congruent,4.1875,0.51171875,4,0.005035400390625,0.01458740234375,0.11474609375,0.51171875,0.353515625,0.9921875
12,outrage,congruent,2.859375,0.287109375,2,0.11962890625,0.287109375,0.287109375,0.2236328125,0.08251953125,0.9921875
12,joy,incongruent,2.09375,0.380859375,2,0.3359375,0.380859375,0.1591796875,0.09619140625,0.027587890625,0.9765625
12,outrage,incongruent,3.640625,0.421875,4,0.016357421875,0.09423828125,0.291015625,0.421875,0.17578125,0.9921875
13,snowstorm,congruent,2.890625,0.2734375,3,0.146484375,0.2421875,0.2734375,0.2421875,0.0947265625,0.98828125
13,traffic,congruent,2.859375,0.32421875,3,0.10498046875,0.28515625,0.32421875,0.22265625,0.0634765625,0.9921875
13,snowstorm,incongruent,2.4375,0.322265625,2,0.251953125,0.322265625,0.2216796875,0.15234375,0.052734375,0.98046875
13,traffic,incongruent,2.578125,0.298828125,2,0.2060546875,0.298828125,0.263671875,0.1708984375,0.05908203125,0.9765625
14,frustration,congruent,3.21875,0.3046875,3,0.0771484375,0.185546875,0.3046875,0.3046875,0.126953125,0.9921875
14,laughter,congruent,3.625,0.4140625,4,0.0361328125,0.1044921875,0.25,0.4140625,0.1953125,0.99609375
14,frustration,incongruent,2.546875,0.306640625,2,0.23828125,0.306640625,0.2099609375,0.1640625,0.08251953125,0.98828125
14,laughter,incongruent,2.765625,0.294921875,2,0.158203125,0.294921875,0.259765625,0.203125,0.08447265625,0.9921875
15,calculator,congruent,2.625,0.27734375,2,0.2158203125,0.27734375,0.2451171875,0.1904296875,0.0703125,0.9921875
15,instrument,congruent,2.515625,0.361328125,2,0.1708984375,0.361328125,0.28125,0.150390625,0.035888671875,0.9921875
15,calculator,incongruent,2.4375,0.314453125,2,0.2451171875,0.314453125,0.2451171875,0.1484375,0.048095703125,0.9921875
15,instrument,incongruent,2.375,0.349609375,2,0.240234375,0.349609375,0.240234375,0.12890625,0.041748046875,0.9921875
16,orchestra,congruent,3.796875,0.4296875,4,0.0213623046875,0.05810546875,0.259765625,0.4296875,0.23046875,0.99609375
16,racers,congruent,3.40625,0.35546875,4,0.054443359375,0.130859375,0.3125,0.35546875,0.1474609375,0.99609375
16,orchestra,incongruent,3.390625,0.359375,3,0.04296875,0.1318359375,0.359375,0.31640625,0.1494140625,0.9921875
16,racers,incongruent,2.03125,0.40234375,1,0.40234375,0.3125,0.1669921875,0.08935546875,0.029052734375,0.95703125
17,playdate,congruent,3.265625,0.314453125,3,0.0703125,0.1689453125,0.314453125,0.314453125,0.130859375,0.9921875
