layer_index,item_index,image_word,condition,pass,probability_congruent
0,0,library,congruent,✅,0.520439572358696
0,0,refrigerator,congruent,✅,0.9195312139189056
0,0,library,incongruent,❌,0.9163166120275508
0,0,refrigerator,incongruent,✅,0.3765193480981404
0,1,disappointment,congruent,✅,0.7760052351629906
0,1,delight,congruent,✅,0.5279351448424827
0,1,disappointment,incongruent,✅,0.41562603464181874
0,1,delight,incongruent,❌,0.814478259471212
0,10,cash,congruent,❌,0.049304023960550725
0,10,groceries,congruent,✅,0.8896941346973295
0,10,cash,incongruent,❌,0.8765667350686557
0,10,groceries,incongruent,✅,0.025024793068255047
0,11,lonely,congruent,✅,0.7728510150415776
0,11,confident,congruent,✅,0.9097089115006264
0,11,lonely,incongruent,❌,0.7810966532358439
0,11,confident,incongruent,❌,0.713232618476715
0,12,joy,congruent,✅,0.9271319014492717
0,12,outrage,congruent,✅,0.8124298742494329
0,12,joy,incongruent,❌,0.7807130001827264
0,12,outrage,incongruent,❌,0.8394614467810998
0,13,traffic,congruent,✅,0.8239497515121629
0,13,snowstorm,congruent,✅,0.9703416693532408
0,13,traffic,incongruent,❌,0.9486463681953198
0,13,snowstorm,incongruent,❌,0.8063952932277105
0,14,laughter,congruent,❌,0.2842975717166633
0,14,frustration,congruent,✅,0.6664473342919024
0,14,laughter,incongruent,❌,0.5395113641182769
0,14,frustration,incongruent,✅,0.339467433394172
0,15,calculator,congruent,❌,0.17910582082482474
0,15,instrument,congruent,✅,0.6579720685868381
0,15,calculator,incongruent,❌,0.73718621083626
0,15,instrument,incongruent,✅,0.035844670707497396
0,16,orchestra,congruent,❌,0.4766061346633965
0,16,racers,congruent,✅,0.9556629821412383
0,16,orchestra,incongruent,❌,0.9672734935817108
0,16,racers,incongruent,✅,0.3473431740288935
0,17,retirement,congruent,❌,0.10440769188958578
0,17,playdate,congruent,❌,0.07386715705769126
0,17,retirement,incongruent,✅,0.12328561904349852
0,17,playdate,incongruent,✅,0.14999827803559124
0,18,relieved,congruent,❌,0.26341303236476277
0,18,depressed,congruent,✅,0.8518571301887139
0,18,relieved,incongruent,❌,0.8067276734112987
0,18,depressed,incongruent,✅,0.4383332940188583
0,19,friends,congruent,❌,0.4442019681101464
0,19,weight,congruent,✅,0.8541550322296795
0,19,friends,incongruent,❌,0.8090851826678898
0,19,weight,incongruent,✅,0.3831907276272761
0,2,overcoat,congruent,❌,0.22129870820037698
0,2,sandals,congruent,✅,0.8244867459861089
0,2,overcoat,incongruent,❌,0.8922190704937996
0,2,sandals,incongruent,✅,0.24322292149064986
0,20,lipstick,congruent,✅,0.9984016770025976
0,20,song,congruent,✅,0.7013568462144825
0,20,lipstick,incongruent,✅,0.3091338437120489
0,20,song,incongruent,❌,0.9869799974788612
