item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
0,library,congruent,5.0,1.0,5,2.735760062932968e-09,9.458744898438454e-10,2.8230715543031693e-09,4.798173904418945e-06,1.0,1.0
0,refrigerator,congruent,5.0,1.0,5,4.511093720793724e-09,6.184563972055912e-10,1.964508555829525e-09,2.562999725341797e-06,1.0,1.0
0,library,incongruent,1.0,1.0,1,1.0,4.3655745685100555e-09,1.77351466845721e-10,9.5042196335271e-11,2.2737367544323206e-10,1.0
0,refrigerator,incongruent,1.0,1.0,1,1.0,2.8405338525772095e-08,5.056790541857481e-10,3.3651303965598345e-10,9.458744898438454e-10,1.0
1,delight,congruent,5.0,1.0,5,7.494236342608929e-10,3.342393029015511e-11,2.6557245291769505e-10,1.0943040251731873e-08,1.0,1.0
1,disappointment,congruent,2.703125,0.609375,2,5.8650970458984375e-05,0.609375,0.09326171875,0.287109375,0.00982666015625,1.0
1,delight,incongruent,1.0,1.0,1,1.0,7.683411240577698e-09,2.1100277081131935e-10,1.6370904631912708e-10,1.0695657692849636e-09,1.0
1,disappointment,incongruent,1.0,1.0,1,1.0,1.0128132998943329e-08,3.019522409886122e-10,1.8553691916167736e-10,9.1313268058002e-10,1.0
2,overcoat,congruent,5.0,1.0,5,9.38598532229662e-10,6.230038707144558e-11,3.019522409886122e-10,3.119930624961853e-08,1.0,1.0
2,sandals,congruent,4.125,0.89453125,4,5.774199962615967e-07,2.3126602172851562e-05,1.239776611328125e-05,0.89453125,0.1064453125,1.0
2,overcoat,incongruent,1.0,1.0,1,1.0,1.2514647096395493e-09,9.640643838793039e-11,5.2523319027386606e-11,2.1373125491663814e-10,1.0
2,sandals,incongruent,1.0,1.0,1,1.0,6.752088665962219e-09,1.7462298274040222e-10,9.777068044058979e-11,3.583409124985337e-10,1.0
3,exam,congruent,5.0,1.0,5,2.066371962428093e-09,3.001332515850663e-10,8.330971468240023e-10,2.384185791015625e-07,1.0,1.0
3,marathon,congruent,5.0,1.0,5,9.458744898438454e-10,4.729372449219227e-10,1.9063008949160576e-09,6.973743438720703e-06,1.0,1.0
3,exam,incongruent,1.0,1.0,1,1.0,7.916241884231567e-09,2.1100277081131935e-10,2.419255906715989e-10,4.729372449219227e-10,1.0
3,marathon,incongruent,1.0,1.0,1,1.0,7.188646122813225e-09,1.6916601452976465e-10,4.18367562815547e-10,4.602043190971017e-10,1.0
4,menu,congruent,4.0,0.984375,4,1.6316771507263184e-06,0.0035552978515625,0.00010728836059570312,0.984375,0.01092529296875,1.0
4,prescription,congruent,4.46875,0.53125,4,2.3655593395233154e-07,3.981590270996094e-05,4.738569259643555e-06,0.53125,0.46875,1.0
4,menu,incongruent,1.0,1.0,1,1.0,3.888271749019623e-08,4.18367562815547e-10,3.6925484891980886e-10,7.34871719032526e-10,1.0
4,prescription,incongruent,1.0,1.0,1,1.0,1.4603137969970703e-06,1.5570549294352531e-09,1.9354047253727913e-09,4.220055416226387e-09,1.0
5,distress,congruent,5.0,1.0,5,1.5133991837501526e-09,3.888089850079268e-11,2.1373125491663814e-10,6.257323548197746e-09,1.0,1.0
5,tranquility,congruent,5.0,1.0,5,1.1132215149700642e-09,4.7066350816749036e-11,3.5288394428789616e-10,8.032657206058502e-09,1.0,1.0
5,distress,incongruent,1.0,1.0,1,1.0,1.0695657692849636e-09,1.3005774235352874e-10,8.003553375601768e-11,4.602043190971017e-10,1.0
5,tranquility,incongruent,1.0,1.0,1,1.0,4.1443854570388794e-08,3.583409124985337e-10,3.92901711165905e-10,2.9103830456733704e-09,1.0
6,patients,congruent,5.0,1.0,5,1.1059455573558807e-09,4.984030965715647e-10,1.5061232261359692e-09,2.115964889526367e-06,1.0,1.0
6,students,congruent,3.75,0.81640625,4,0.0001659393310546875,0.1416015625,0.00122833251953125,0.81640625,0.04052734375,1.0
6,patients,incongruent,1.0,1.0,1,1.0,2.562999725341797e-06,1.8189894035458565e-09,2.735760062932968e-09,7.683411240577698e-09,1.0
6,students,incongruent,1.0,1.0,1,1.0,8.672941476106644e-09,1.6916601452976465e-10,1.7462298274040222e-10,3.8198777474462986e-10,1.0
7,consensus,congruent,5.0,1.0,5,1.5061232261359692e-09,8.585629984736443e-10,3.0995579436421394e-09,7.486343383789062e-05,1.0,1.0
7,deadlock,congruent,5.0,1.0,5,6.548361852765083e-09,1.0550138540565968e-09,1.331500243395567e-09,3.259629011154175e-07,1.0,1.0
7,consensus,incongruent,1.0,1.0,1,1.0,3.46451997756958e-07,6.693881005048752e-10,8.330971468240023e-10,3.987224772572517e-09,1.0
