item_index,image_word,condition,rating,max_probability,top_one_token,p1,p2,p3,p4,p5,total_probability_mass
0,library,congruent,4.1875,0.74609375,4,2.9921531677246094e-05,0.00390625,0.037109375,0.74609375,0.2138671875,1.0
0,refrigerator,congruent,3.9375,0.87109375,4,2.7179718017578125e-05,0.008544921875,0.0810546875,0.87109375,0.038330078125,1.0
0,library,incongruent,1.0,1.0,1,1.0,0.0002613067626953125,5.699694156646729e-07,2.8405338525772095e-08,2.1047890186309814e-07,1.0
0,refrigerator,incongruent,1.0,1.0,1,1.0,0.000431060791015625,3.46451997756958e-07,1.1874362826347351e-08,4.1443854570388794e-08,1.0
1,delight,congruent,5.0,1.0,5,1.8189894035458565e-09,1.0477378964424133e-08,3.213062882423401e-08,1.8533319234848022e-07,1.0,1.0
1,disappointment,congruent,3.28125,0.69921875,3,0.0003871917724609375,0.034912109375,0.69921875,0.2001953125,0.06494140625,1.0
1,delight,incongruent,1.0,1.0,1,1.0,7.486343383789062e-05,3.46451997756958e-07,4.1443854570388794e-08,1.996755599975586e-06,1.0
1,disappointment,incongruent,1.0,1.0,1,1.0,0.00012302398681640625,2.7008354663848877e-07,1.955777406692505e-08,3.9301812648773193e-07,1.0
2,overcoat,congruent,4.96875,0.98828125,5,3.427267074584961e-07,6.079673767089844e-06,3.9577484130859375e-05,0.010986328125,0.98828125,1.0
2,sandals,congruent,2.1875,0.80859375,2,0.003753662109375,0.80859375,0.1806640625,0.003753662109375,0.00177001953125,1.0
2,overcoat,incongruent,1.0,1.0,1,1.0,5.817413330078125e-05,5.3085386753082275e-08,4.94765117764473e-09,6.007030606269836e-08,1.0
2,sandals,incongruent,1.0,0.99609375,1,0.99609375,0.002471923828125,6.444752216339111e-07,3.213062882423401e-08,1.8533319234848022e-07,1.0
3,exam,congruent,5.0,1.0,5,7.729977369308472e-08,5.029141902923584e-07,2.562999725341797e-06,0.000335693359375,1.0,1.0
3,marathon,congruent,4.28125,0.66796875,4,3.4332275390625e-05,0.003082275390625,0.015625,0.66796875,0.314453125,1.0
3,exam,incongruent,1.0,1.0,1,1.0,0.000431060791015625,3.9301812648773193e-07,1.7229467630386353e-08,4.6798959374427795e-08,1.0
3,marathon,incongruent,1.0,1.0,1,1.0,0.00116729736328125,3.2782554626464844e-06,4.6798959374427795e-08,9.918585419654846e-08,1.0
4,menu,congruent,1.90625,0.86328125,2,0.11669921875,0.86328125,0.020263671875,0.0002899169921875,9.393692016601562e-05,1.0
4,prescription,congruent,3.984375,0.55859375,4,0.0037689208984375,0.09716796875,0.07568359375,0.55859375,0.263671875,1.0
4,menu,incongruent,1.0,1.0,1,1.0,0.000431060791015625,1.2069940567016602e-06,4.1443854570388794e-08,1.8533319234848022e-07,1.0
