seed,max_accuracy
0,0.5125
1,0.54375
2,0.53125
3,0.55
4,0.521875
5,0.53125
6,0.553125
7,0.525
8,0.609375
9,0.6
10,0.546875
11,0.540625
12,0.58125
13,0.534375
14,0.55625
15,0.565625
16,0.559375
17,0.55
18,0.5625
19,0.553125
20,0.59375
21,0.528125
22,0.53125
23,0.53125
24,0.534375
25,0.521875
26,0.534375
27,0.565625
28,0.546875
29,0.534375
30,0.5125
31,0.578125
32,0.521875
33,0.584375
34,0.515625
35,0.571875
36,0.534375
37,0.55
38,0.603125
39,0.53125
40,0.521875
41,0.565625
42,0.540625
43,0.534375
44,0.55
45,0.590625
46,0.559375
47,0.525
48,0.528125
49,0.546875
50,0.534375
51,0.571875
52,0.54375
53,0.534375
54,0.565625
55,0.528125
56,0.54375
57,0.521875
58,0.55625
59,0.515625
60,0.5125
61,0.534375
62,0.525
63,0.534375
64,0.55
65,0.50625
66,0.51875
67,0.546875
68,0.590625
69,0.65625
70,0.55
71,0.55
72,0.528125
73,0.559375
74,0.59375
75,0.525
76,0.6
77,0.53125
78,0.553125
79,0.51875
80,0.509375
81,0.5125
82,0.5125
83,0.515625
84,0.53125
85,0.578125
86,0.51875
87,0.571875
88,0.51875
89,0.559375
90,0.575
91,0.546875
92,0.5125
93,0.559375
94,0.54375
95,0.50625
96,0.51875
97,0.525
98,0.54375
99,0.534375
100,0.559375
101,0.55
102,0.503125
103,0.58125
104,0.496875
105,0.553125
106,0.540625
107,0.56875
108,0.59375
109,0.55
110,0.571875
111,0.5
112,0.525
113,0.5625
114,0.55625
115,0.53125
116,0.515625
117,0.5
118,0.540625
119,0.528125
120,0.525
121,0.55
122,0.51875
123,0.509375
124,0.540625
125,0.546875
126,0.515625
127,0.515625
128,0.534375
129,0.534375
130,0.553125
131,0.515625
132,0.55
133,0.56875
134,0.534375
135,0.53125
136,0.575
137,0.534375
138,0.55625
139,0.565625
140,0.55
141,0.528125
142,0.615625
143,0.515625
144,0.525
145,0.546875
146,0.584375
147,0.571875
148,0.546875
149,0.578125
150,0.528125
151,0.53125
152,0.578125
153,0.53125
154,0.5375
155,0.559375
156,0.540625
157,0.528125
158,0.521875
159,0.559375
160,0.546875
161,0.5625
162,0.53125
163,0.5625
164,0.525
165,0.55
166,0.546875
167,0.528125
168,0.528125
169,0.515625
170,0.50625
171,0.525
172,0.528125
173,0.54375
174,0.521875
175,0.5625
176,0.5375
177,0.534375
178,0.5125
179,0.503125
180,0.53125
181,0.54375
182,0.528125
183,0.5875
184,0.553125
185,0.534375
186,0.528125
187,0.5125
188,0.55
189,0.578125
190,0.54375
191,0.53125
192,0.521875
193,0.54375
194,0.546875
195,0.515625
196,0.53125
197,0.559375
198,0.5375
199,0.546875
200,0.571875
201,0.53125
202,0.525
203,0.534375
204,0.51875
205,0.50625
206,0.58125
207,0.5375
208,0.5625
209,0.5875
210,0.509375
211,0.553125
212,0.54375
213,0.528125
214,0.5125
215,0.521875
216,0.5375
217,0.515625
218,0.559375
219,0.56875
220,0.546875
221,0.5
222,0.553125
223,0.521875
224,0.559375
225,0.521875
226,0.528125
227,0.53125
228,0.534375
229,0.590625
230,0.6
231,0.525
232,0.5625
233,0.55
234,0.51875
235,0.50625
236,0.521875
237,0.528125
238,0.525
239,0.521875
240,0.5125
241,0.53125
242,0.55625
243,0.51875
244,0.565625
245,0.50625
246,0.559375
247,0.540625
248,0.54375
249,0.534375
250,0.55
251,0.503125
252,0.540625
253,0.58125
254,0.540625
255,0.58125
256,0.50625
257,0.525
258,0.54375
259,0.546875
260,0.571875
261,0.534375
262,0.55625
263,0.58125
264,0.53125
265,0.559375
266,0.546875
267,0.559375
268,0.5875
269,0.51875
270,0.590625
271,0.56875
272,0.571875
273,0.603125
274,0.55625
275,0.534375
276,0.509375
277,0.53125
278,0.5625
279,0.56875
280,0.525
281,0.521875
282,0.503125
283,0.5375
284,0.54375
285,0.528125
286,0.559375
287,0.528125
288,0.534375
289,0.6
290,0.559375
291,0.5375
292,0.5
293,0.534375
294,0.525
295,0.521875
296,0.55625
297,0.534375
298,0.5375
299,0.596875
300,0.5375
301,0.496875
302,0.525
303,0.609375
304,0.55625
305,0.509375
306,0.5375
307,0.509375
308,0.51875
309,0.546875
310,0.53125
311,0.603125
312,0.515625
313,0.5375
314,0.559375
315,0.575
316,0.5625
317,0.56875
318,0.51875
319,0.571875
320,0.56875
321,0.55625
322,0.5125
323,0.540625
324,0.509375
325,0.528125
326,0.559375
327,0.51875
328,0.56875
329,0.50625
330,0.525
331,0.51875
332,0.55625
333,0.534375
334,0.509375
335,0.590625
336,0.53125
337,0.521875
